"id","code","mediaTypeRaw","mediaType","mediaTypeLabel","locationLabel","city","latitude","longitude","rawSize","sizeLabel","widthCm","heightCm","imageUrl","productUrl","styleUrl","locationSource","coordinateSource","source"
"kmz_4781","4781","BILLBOARD","billboard","Billboard","Predstaničné nám.-sm.mesto, Bratislava","Bratislava","48.15770278","17.106175","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/901011702.jpg","https://www.billboardy.sk/produkt/4781-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4782","4782","BILLBOARD","billboard","Billboard","ul. Račianská, Bratislava","Bratislava","48.19893333","17.14749167","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/901011702.jpg","https://www.billboardy.sk/produkt/4782-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4783","4783","BILLBOARD","billboard","Billboard","Nábrežie generála Svobodu, Bratislava","Bratislava","48.146009","17.076435","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_101.jpg","https://www.billboardy.sk/produkt/4783-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4784","4784","BILLBOARD","billboard","Billboard","Nábrežie generála Svobodu, Bratislava","Bratislava","48.145693","17.076935","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_103.jpg","https://www.billboardy.sk/produkt/4784-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4785","4785","BILLBOARD","billboard","Billboard","Kutlíkova, Bratislava","Bratislava","48.112406","17.125642","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_509.jpg","https://www.billboardy.sk/produkt/4785-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4786","4786","BILLBOARD","billboard","Billboard","Dolnozemská, Bratislava","Bratislava","48.114075","17.129767","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_515.jpg","https://www.billboardy.sk/produkt/4786-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4787","4787","BILLBOARD","billboard","Billboard","Vrakunská/Podunajská, Bratislava","Bratislava","48.13714167","17.19835556","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/102031105.jpg","https://www.billboardy.sk/produkt/4787-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4788","4788","BILLBOARD","billboard","Billboard","Bajkalská, Bratislava","Bratislava","48.1511","17.148096","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_237.jpg","https://www.billboardy.sk/produkt/4788-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4789","4789","BILLBOARD","billboard","Billboard","Panónska, Bratislava","Bratislava","48.100888","17.097814","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_523b.jpg","https://www.billboardy.sk/produkt/4789-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4790","4790","BILLBOARD","billboard","Billboard","J.Jonáša, Bratislava","Bratislava","48.22778333","16.99975","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/104030202.jpg","https://www.billboardy.sk/produkt/4790-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4791","4791","BILLBOARD","billboard","Billboard","Vrakúnská, Váhostav, Bratislava","Bratislava","48.15980833","17.18523889","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/102014407.jpg","https://www.billboardy.sk/produkt/4791-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4792","4792","BILLBOARD","billboard","Billboard","Gagarinova, Bratislava","Bratislava","48.14686111","17.1849","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/102016202.jpg","https://www.billboardy.sk/produkt/4792-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4793","4793","BILLBOARD","billboard","Billboard","Gagarinova, Bratislava","Bratislava","48.15035278","17.17085833","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/102011802.jpg","https://www.billboardy.sk/produkt/4793-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4794","4794","BILLBOARD","billboard","Billboard","Vrakunská/Váhostav, Bratislava","Bratislava","48.15986944","17.18421111","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/102014401.jpg","https://www.billboardy.sk/produkt/4794-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4795","4795","BILLBOARD","billboard","Billboard","Krajinská/ nemocnica, Bratislava","Bratislava","48.12411667","17.20776389","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/102020901.jpg","https://www.billboardy.sk/produkt/4795-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4796","4796","BILLBOARD","billboard","Billboard","Dvojkrížna/žitavská, Bratislava","Bratislava","48.14116389","17.21475278","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/102030601.jpg","https://www.billboardy.sk/produkt/4796-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4797","4797","BILLBOARD","billboard","Billboard","Dvojkrížna/žitavská, Bratislava","Bratislava","48.14116389","17.21475278","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/102030602.jpg","https://www.billboardy.sk/produkt/4797-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4798","4798","BILLBOARD","billboard","Billboard","Dvojrížna/Slatinská, Bratislava","Bratislava","48.14038889","17.21576667","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/102030802.jpg","https://www.billboardy.sk/produkt/4798-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4799","4799","BILLBOARD","billboard","Billboard","Dvojkrížna/ Kazanská, Bratislava","Bratislava","48.13994444","17.21605833","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/102030901.jpg","https://www.billboardy.sk/produkt/4799-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4800","4800","BILLBOARD","billboard","Billboard","Hradská, Bratislava","Bratislava","48.1379","17.20344722","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/102031001.jpg","https://www.billboardy.sk/produkt/4800-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4801","4801","BILLBOARD","billboard","Billboard","Vrakunská/ Podunajská, Bratislava","Bratislava","48.13714167","17.19835556","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/102031102.jpg","https://www.billboardy.sk/produkt/4801-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4802","4802","BILLBOARD","billboard","Billboard","Stavbárska, Bratislava","Bratislava","48.139525","17.20031667","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/102031501.jpg","https://www.billboardy.sk/produkt/4802-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4803","4803","BILLBOARD","billboard","Billboard","Lamačská / Červený most - sm. Brno, Bratislava","Bratislava","48.17123056","17.0725","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/104012803.jpg","https://www.billboardy.sk/produkt/4803-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4804","4804","BILLBOARD","billboard","Billboard","J. Jonáša - príjazd, Bratislava","Bratislava","48.22778333","16.99975","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/104030201.jpg","https://www.billboardy.sk/produkt/4804-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4805","4805","BILLBOARD","billboard","Billboard","š. c. I / 2 - sm. Bratislava, Bratislava","Bratislava","48.22944167","17.03225","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/104060204.jpg","https://www.billboardy.sk/produkt/4805-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4806","4806","BILLBOARD","billboard","Billboard","Vajnorská / Bojnická, Bratislava","Bratislava","48.18254722","17.16325833","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/103012703.jpg","https://www.billboardy.sk/produkt/4806-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4807","4807","BILLBOARD","billboard","Billboard","Bojnická ul., Bratislava","Bratislava","48.18131944","17.16369167","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/103012009.jpg","https://www.billboardy.sk/produkt/4807-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4808","4808","BILLBOARD","billboard","Billboard","Majerníkova, Bratislava","Bratislava","48.156739","17.045468","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_414b.jpg","https://www.billboardy.sk/produkt/4808-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4809","4809","BILLBOARD","billboard","Billboard","Majerníkova, Bratislava","Bratislava","48.156739","17.045468","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_414a.jpg","https://www.billboardy.sk/produkt/4809-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4810","4810","BILLBOARD","billboard","Billboard","Majerníkova, Bratislava","Bratislava","48.156739","17.045468","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_408.jpg","https://www.billboardy.sk/produkt/4810-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4811","4811","BILLBOARD","billboard","Billboard","Majerníkova, Bratislava","Bratislava","48.154701","17.046192","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_407a.jpg","https://www.billboardy.sk/produkt/4811-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4812","4812","BILLBOARD","billboard","Billboard","Majerníkova, Bratislava","Bratislava","48.153525","17.046018","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_460a.jpg","https://www.billboardy.sk/produkt/4812-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4813","4813","BILLBOARD","billboard","Billboard","Majerníkova, Bratislava","Bratislava","48.152802","17.045953","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_406.jpg","https://www.billboardy.sk/produkt/4813-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4814","4814","BILLBOARD","billboard","Billboard","Karloveská, Bratislava","Bratislava","48.153907","17.059292","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_417a.jpg","https://www.billboardy.sk/produkt/4814-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4815","4815","BILLBOARD","billboard","Billboard","Meličkovej, Bratislava","Bratislava","48.149719","17.056417","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_412.jpg","https://www.billboardy.sk/produkt/4815-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4816","4816","BILLBOARD","billboard","Billboard","Meličkovej, Bratislava","Bratislava","48.149719","17.056417","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_411.jpg","https://www.billboardy.sk/produkt/4816-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4817","4817","BILLBOARD","billboard","Billboard","Letisko M. R. Štefánika - príjazd, Bratislava","Bratislava","48.17129444","17.19648889","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/102013106.jpg","https://www.billboardy.sk/produkt/4817-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4818","4818","BILLBOARD","billboard","Billboard","Senecká - sm.centrum, Bratislava","Bratislava","48.18931111","17.19011111","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/102013633.jpg","https://www.billboardy.sk/produkt/4818-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4819","4819","BILLBOARD","billboard","Billboard","J. Jonáša - príjazd, Bratislava","Bratislava","48.22608056","16.99469444","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/104030209.jpg","https://www.billboardy.sk/produkt/4819-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4820","4820","BILLBOARD","billboard","Billboard","Bratská - sm.D2, Bratislava","Bratislava","48.11675556","17.07611944","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/105011107.jpg","https://www.billboardy.sk/produkt/4820-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4821","4821","BILLBOARD","billboard","Billboard","Vajnorská / KERKO, Bratislava","Bratislava","48.18690278","17.17387222","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/103012903.jpg","https://www.billboardy.sk/produkt/4821-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4822","4822","BILLBOARD","billboard","Billboard","Majerníkova, Bratislava","Bratislava","48.154701","17.046192","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_407b.jpg","https://www.billboardy.sk/produkt/4822-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4823","4823","BILLBOARD","billboard","Billboard","Nad lúčkami, Bratislava","Bratislava","48.156054","17.052975","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_413.jpg","https://www.billboardy.sk/produkt/4823-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4824","4824","BILLBOARD","billboard","Billboard","Meličkovej, Bratislava","Bratislava","48.148233","17.057333","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_419.jpg","https://www.billboardy.sk/produkt/4824-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4825","4825","BILLBOARD","billboard","Billboard","Vrakunská / Váhostav-centrum, Bratislava","Bratislava","48.15940278","17.18709444","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/102014410.jpg","https://www.billboardy.sk/produkt/4825-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4826","4826","BILLBOARD","billboard","Billboard","Krížna / Legionárska, Bratislava","Bratislava","48.15613611","17.12519722","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/103012802.jpg","https://www.billboardy.sk/produkt/4826-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4827","4827","BILLBOARD","billboard","Billboard","Vajnorská / KERKO, Bratislava","Bratislava","48.18690278","17.17387222","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/103012902.jpg","https://www.billboardy.sk/produkt/4827-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4828","4828","BILLBOARD","billboard","Billboard","š. c. I / 2 sm. Bratislava, Bratislava","Bratislava","48.24553611","17.03424722","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/104060304.jpg","https://www.billboardy.sk/produkt/4828-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4829","4829","BILLBOARD","billboard","Billboard","Devínska, Bratislava","Bratislava","48.146983","17.0499","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_452a.jpg","https://www.billboardy.sk/produkt/4829-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4830","4830","BILLBOARD","billboard","Billboard","Rusovská / Prokopova, Bratislava","Bratislava","48.12689167","17.09507222","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/105014702.jpg","https://www.billboardy.sk/produkt/4830-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4831","4831","BILLBOARD","billboard","Billboard","Zlaté piesky, Bratislava","Bratislava","48.187802","17.200717","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_247a.jpg","https://www.billboardy.sk/produkt/4831-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4832","4832","BILLBOARD","billboard","Billboard","Rybničná, Bratislava","Bratislava","48.202076","17.196567","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_308a.jpg","https://www.billboardy.sk/produkt/4832-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4833","4833","BILLBOARD","billboard","Billboard","Rybničná, Bratislava","Bratislava","48.202038","17.196173","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_313b.jpg","https://www.billboardy.sk/produkt/4833-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4834","4834","BILLBOARD","billboard","Billboard","Landererova, Bratislava","Bratislava","48.142466","17.128335","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_112a.jpg","https://www.billboardy.sk/produkt/4834-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4835","4835","BILLBOARD","billboard","Billboard","Mlynská dolina, Bratislava","Bratislava","48.150092","17.075963","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_121a.jpg","https://www.billboardy.sk/produkt/4835-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4836","4836","BILLBOARD","billboard","Billboard","Zlaté piesky, Bratislava","Bratislava","48.188067","17.200695","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_246b.jpg","https://www.billboardy.sk/produkt/4836-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4837","4837","BILLBOARD","billboard","Billboard","Račianska, II/502, Bratislava","Bratislava","48.195076","17.143773","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_302.jpg","https://www.billboardy.sk/produkt/4837-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4838","4838","BILLBOARD","billboard","Billboard","Račianska, II/502, Bratislava","Bratislava","48.194581","17.143162","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_304b.jpg","https://www.billboardy.sk/produkt/4838-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4839","4839","BILLBOARD","billboard","Billboard","Rybničná, Bratislava","Bratislava","48.202834","17.196385","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_309b.jpg","https://www.billboardy.sk/produkt/4839-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4840","4840","BILLBOARD","billboard","Billboard","Rybničná, Bratislava","Bratislava","48.203499","17.195902","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_315a.jpg","https://www.billboardy.sk/produkt/4840-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4841","4841","BILLBOARD","billboard","Billboard","Karloveská x Kuklovská, Bratislava","Bratislava","48.165987","17.045996","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_405.jpg","https://www.billboardy.sk/produkt/4841-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4842","4842","BILLBOARD","billboard","Billboard","Novoveská, Bratislava","Bratislava","48.206282","16.993181","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_441a.jpg","https://www.billboardy.sk/produkt/4842-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4843","4843","BILLBOARD","billboard","Billboard","Devínska, Bratislava","Bratislava","48.146983","17.0499","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_452b.jpg","https://www.billboardy.sk/produkt/4843-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4844","4844","BILLBOARD","billboard","Billboard","Karloveská, Bratislava","Bratislava","48.168703","17.049285","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_457b.jpg","https://www.billboardy.sk/produkt/4844-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4845","4845","BILLBOARD","billboard","Billboard","Kuklovská, Bratislava","Bratislava","48.164949","17.045846","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_459a.jpg","https://www.billboardy.sk/produkt/4845-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4846","4846","BILLBOARD","billboard","Billboard","Jantárová, Bratislava","Bratislava","48.073695","17.119778","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_526b.jpg","https://www.billboardy.sk/produkt/4846-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4847","4847","BILLBOARD","billboard","Billboard","Jantárová, Bratislava","Bratislava","48.073357","17.119567","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_527a.jpg","https://www.billboardy.sk/produkt/4847-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4848","4848","BILLBOARD","billboard","Billboard","Prievozská / Bajkalská - sm. z centra, Bratislava","Bratislava","48.14881667","17.14823611","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/901010503.jpg","https://www.billboardy.sk/produkt/4848-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4849","4849","BILLBOARD","billboard","Billboard","Prievozská / Bajkalská - sm. do centra, Bratislava","Bratislava","48.14881667","17.14823611","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/901010504.jpg","https://www.billboardy.sk/produkt/4849-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4850","4850","BILLBOARD","billboard","Billboard","Brnianska -do centra, Bratislava","Bratislava","48.16466944","17.08527778","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/901011501.jpg","https://www.billboardy.sk/produkt/4850-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4851","4851","BILLBOARD","billboard","Billboard","Letisko M. R. Štefánika - odjazd, Bratislava","Bratislava","48.17174722","17.19478333","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/901011801.jpg","https://www.billboardy.sk/produkt/4851-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4852","4852","BILLBOARD","billboard","Billboard","Starohorská ul. - sm. Radlinského, Bratislava","Bratislava","48.15256111","17.11451944","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/901011902.jpg","https://www.billboardy.sk/produkt/4852-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4853","4853","BILLBOARD","billboard","Billboard","Shopping Palace - Senecká, Bratislava","Bratislava","48.18636389","17.17760833","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/901012001.jpg","https://www.billboardy.sk/produkt/4853-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4854","4854","BILLBOARD","billboard","Billboard","Nábrežie generála Svobodu, Bratislava","Bratislava","48.145029","17.078128","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_104.jpg","https://www.billboardy.sk/produkt/4854-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4855","4855","BILLBOARD","billboard","Billboard","Landererova, Bratislava","Bratislava","48.142498","17.127222","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_113a.jpg","https://www.billboardy.sk/produkt/4855-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4856","4856","BILLBOARD","billboard","Billboard","II/505, Bratislava","Bratislava","48.205449","17.018015","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_440b.jpg","https://www.billboardy.sk/produkt/4856-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4857","4857","BILLBOARD","billboard","Billboard","Hodonínska, I/2, Bratislava","Bratislava","48.232037","17.032971","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_455a.jpg","https://www.billboardy.sk/produkt/4857-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4858","4858","BILLBOARD","billboard","Billboard","Karadžičova / Záhradnícka, Bratislava","Bratislava","48.15336389","17.12586944","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/93/000000/102010206.jpg","https://www.billboardy.sk/produkt/4858-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4859","4859","BILLBOARD","billboard","Billboard","Landererova, Bratislava","Bratislava","48.142461","17.128788","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_111a.jpg","https://www.billboardy.sk/produkt/4859-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4860","4860","BILLBOARD","billboard","Billboard","Mlynská dolina, Bratislava","Bratislava","48.150092","17.075963","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_121b.jpg","https://www.billboardy.sk/produkt/4860-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4861","4861","BILLBOARD","billboard","Billboard","Gagarinova, Bratislava","Bratislava","48.150906","17.178253","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_210a.jpg","https://www.billboardy.sk/produkt/4861-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4862","4862","BILLBOARD","billboard","Billboard","Galvaniho, Bratislava","Bratislava","48.164998","17.175265","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_227.jpg","https://www.billboardy.sk/produkt/4862-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
"kmz_4863","4863","BILLBOARD","billboard","Billboard","Račianska, II/502, Bratislava","Bratislava","48.195024","17.143698","510 x 240cm","510 x 240 cm","510","240","https://billsoftprivate.cmedia.cz/repository/713/billboard/foto/BA_303.jpg","https://www.billboardy.sk/produkt/4863-billboard/","#icon-ci-1","lokalita","kml_point","kmz"
