e_cis;velikost;kraj;okres;mesto;ul_cis;ul_cis1;ul_cisn;vgs84_n;vgs84_eo
25337;CLP;Žilina;;Kysucké Nové Mesto;Dl.Poľského-AZ;vstup do mesta,P,vnt LIDL;;49.298526;18.785891
25338;CLP;Žilina;;Kysucké Nové Mesto;Dl.Poľského-AZ;vstup do mesta,Ľ,vnt LIDL;;49.298453;18.78604
25339;CLP;Žilina;;Kysucké Nové Mesto;Dl.Poľského-AZ;vstup do mesta,Ľ,vnk LIDL;;49.298453;18.78604
14072;CLV;Nitra;;Levice;Turecký rad/M.R.Štefánika;výpad.na ZV/NR;;48.218344;18.598559
14073;CLV;Nitra;;Levice;Turecký rad/M.R.Štefánika;výpad.na ZV/NR;;48.218344;18.598559
14074;CLV;Nitra;;Levice;M.R.Štefánika;OD Pokrok;;48.217952;18.602294
14075;CLV;Nitra;;Levice;M.R.Štefánika;OD Pokrok;;48.217952;18.602294
14078;CLV;Nitra;;Levice;Ľ.Štúra;pri VÚB;;48.216889;18.603607
14079;CLV;Nitra;;Levice;Ľ.Štúra;pri VÚB;;48.216889;18.603607
14080;CLV;Nitra;;Levice;nám.Hrdinov;pred hotelom Lev,Prima banka;;48.219412;18.607226
14081;CLV;Nitra;;Levice;nám.Hrdinov;pred hotelom Lev,Prima banka;;48.219412;18.607226
14082;CLV;Nitra;;Levice;nám.Hrdinov/čsl.armády;pri lekárni ,Sberbank, Nemocnica,pošta;;48.220085;18.608002
14083;CLV;Nitra;;Levice;nám.Hrdinov/čsl.armády;pri lekárni,Sberbank, Nemocnica,pošta;;48.220085;18.608002
14084;CLV;Nitra;;Levice;nám.E.M.Šoltésovej;pri AZ,ČSOB, mestská polícia;;48.217184;18.609247
14085;CLV;Nitra;;Levice;nám.E.M.Šoltésovej;pri AZ,Kaufland, ČSOB, mestská polícia;;48.217184;18.609247
14112;CLV;Nitra;;Levice;Ľ.Štúra;pri OD Dituria;;48.218882;18.606536
14113;CLV;Nitra;;Levice;Ľ.Štúra;pri OD Dituria;;48.218882;18.606536
14114;CLV;Nitra;;Levice;Čsl.armády/nám.Hrdinov;OC Dituria,SLSP, Prima banka;;48.219396;18.606302
14115;CLV;Nitra;;Levice;Čsl.armády/nám.Hrdinov;OC Dituria,SLSP, Prima banka;;48.219396;18.606302
14120;CLV;Nitra;;Levice;Hviezdoslavova/Turecký rad;smer centrum,sídlisko,potraviny synagoga;;48.220748;18.605657
14121;CLV;Nitra;;Levice;Hviezdoslavova/Turecký rad;výpadovka z centra,sídl,potraviny synagoga;;48.220726;18.605621
14238;CLV;Nitra;;Levice;Ľ.Štúra;stanica SAD, smer ŽSR,Billa;;48.212678;18.595628
14239;CLV;Nitra;;Levice;Ľ.Štúra;stanica SAD, od ŽSR,Billa;;48.212678;18.595628
14240;CLV;Nitra;;Levice;M.R.Štefánika;vpravo,smer výjazd na ZV,plaváreň športová hala;;48.219146;18.599571
14241;CLV;Nitra;;Levice;M.R.Štefánika;vľavo,výjazd smer NR, plaváreň športová hala;;48.219146;18.599571
14299;CLV;Nitra;;Levice;SNP/nám. Hrdinov;zastávka SAD;;48.219566;18.606995
14300;CLV;Nitra;;Levice;SNP/nám. Hrdinov;zastávka SAD;;48.219566;18.606995
14301;CLV;Nitra;;Levice;nám. Hrdinov;pri MÚ;;48.219766;18.606212
14302;CLV;Nitra;;Levice;nám. Hrdinov;pri MÚ;;48.219766;18.606212
17368;CLV;Prešov;;Levoča;Železničný riadok;AS Billa, stavebniny;;49.018542;20.586992
17369;CLV;Prešov;;Levoča;Železničný riadok;AS Billa, stavebniny;;49.018542;20.586992
17370;CLV;Prešov;;Levoča;Pri prameni;Sídlisko Pri prameni Potraviny CBA;;49.02062;20.591256
17371;CLV;Prešov;;Levoča;Pri prameni;Sídlisko Pri prameni Potraviny CBA;;49.02062;20.591256
17372;CLV;Prešov;;Levoča;J. Francisciho;Sídlisko Západ OC Texon;;49.024891;20.579075
17373;CLV;Prešov;;Levoča;J. Francisciho;Sídlisko Západ OC Texon;;49.024891;20.579075
17374;CLV;Prešov;;Levoča;Železničný riadok;poliklinika, lekáreň trafika, PNS;;49.02054;20.586487
17375;CLV;Prešov;;Levoča;Železničný riadok;poliklinika, lekáreň trafika, PNS;;49.02054;20.586487
17376;CLV;Prešov;;Levoča;J.Francisciho;sídlisko Západ potraviny Fresh, serpentíny do star.mesta;;49.026263;20.582697
17377;CLV;Prešov;;Levoča;J.Francisciho;sídlisko Západ potraviny Fresh, serpentíny do star.mesta;;49.026263;20.582697
27454;CLP;Prešov;;Levoča;Nám. Š. Kluberta-AZ;sm Prešov,P,vnk centrum,škola,cesta I/18;;49.026951;20.59531
27455;CLP;Prešov;;Levoča;Nám. Š. Kluberta-AZ;sm Prešov,P,vnt centrum,škola,cesta I/18;;49.026951;20.59531
27456;CLP;Prešov;;Levoča;Nám. Š. Kluberta-AZ;sm Prešov,Ľ,vnt centrum,škola,cesta I/18;;49.026951;20.59531
27457;CLP;Prešov;;Levoča;Nám. Š. Kluberta-AZ;sm Prešov,Ľ,vnk centrum,škola,cesta I/18;;49.026951;20.59531
27458;CLP;Prešov;;Levoča;Prešovská-AZ;smc,Ľ,vnt centrum,škola,cesta I/18;;49.027163;20.595901
27459;CLP;Prešov;;Levoča;Prešovská-AZ;smc,Ľ,vnk centrum,škola,cesta I/18;;49.027163;20.595901
27460;CLP;Prešov;;Levoča;Nám. Š. Kluberta-AZ;P,vnk, centrum,sm PO škola, hl.ulica, vedľa cesty I/18;;49.026951;20.59531
27461;CLP;Prešov;;Levoča;Nám. Š. Kluberta-AZ;P,vnt, centrum,sm PO škola, hl.ulica, vedľa cesty I/18;;49.026951;20.59531
15329;CLV;Žilina;;Liptovský Hrádok;námestie/SNP;centr,námestie/MÚ,reštaurácia,SAD/ŽSR;;49.042487;19.733254
15330;CLV;Žilina;;Liptovský Hrádok;námestie/SNP;centr,námestie/MÚ,reštaurácia,SAD/ŽSR;;49.042487;19.722254
15331;CLV;Žilina;;Liptovský Hrádok;námestie/SNP;centr,námestie,Slov.sporiteľňa,Prima banka;;49.043991;19.736235
15332;CLV;Žilina;;Liptovský Hrádok;námestie/SNP;centr,námestie,Slov.sporiteľňa,Prima banka;;49.043991;19.736235
15333;CLV;Žilina;;Liptovský Hrádok;námestie;centrum,námestie pri MÚ;;49.041788;19.7382
15334;CLV;Žilina;;Liptovský Hrádok;námestie;centrum,námestie pri MÚ;;49.041788;19.7382
15335;CLV;Žilina;;Liptovský Hrádok;námestie/Hviezdoslavova;centrum,námestie/MÚ;;49.040967;19.735149
15336;CLV;Žilina;;Liptovský Hrádok;námestie/Hviezdoslavova;centrum,námestie/MÚ;;49.040967;19.735149
25362;CLP;Žilina;;Liptovský Hrádok;ČSA-AZ;oproti jazierko,hrádok,Ľ,vnt;;49.043931;19.734541
25363;CLP;Žilina;;Liptovský Hrádok;ČSA-AZ;oproti jazierko,hrádok,Ľ,vnk ČS Slovnaft,elektrotechnická škola;;49.043931;19.734541
25364;CLP;Žilina;;Liptovský Hrádok;cesta II/537,sm Lipt.Peter-AZ;pri internáte,benz.pumpa,Ľ,vnt;;49.042549;19.734333
25365;CLP;Žilina;;Liptovský Hrádok;cesta II/537,sm Lipt.Peter-AZ;pri internáte,benz.pumpa,Ľ,vnk;;49.042549;19.734333
15008;CLV;Žilina;;Liptovský Mikuláš;Okoličianska;zákl.škola,šport.areál TATRAN;;49.075907;19.649492
15009;CLV;Žilina;;Liptovský Mikuláš;Okoličianska;zákl.škola,šport.areál TATRAN;;49.075907;19.649492
15010;CLV;Žilina;;Liptovský Mikuláš;kpt.Nálepku;nákup.stredisko Jednota MIX;;49.081392;19.622352
15011;CLV;Žilina;;Liptovský Mikuláš;kpt.Nálepku;nákup.stredisko Jednota MIX;;49.081392;19.622352
15012;CLV;Žilina;;Liptovský Mikuláš;Garbiarska;podchod/vstup na pešiu zónu,pri AZ;;49.08229;19.61249
15013;CLV;Žilina;;Liptovský Mikuláš;Garbiarska;podchod/vstup na pešiu zónu,pri AZ;;49.08229;19.61249
15014;CLV;Žilina;;Liptovský Mikuláš;Hollého;Dom kultúry,Od Prior,Hotel Europa,Billa;;49.084214;19.610215
15015;CLV;Žilina;;Liptovský Mikuláš;Hollého;Dom kultúry,Od Prior,Hotel Europa, Billa;;49.084214;19.610215
15018;CLV;Žilina;;Liptovský Mikuláš;Hurbanova;park pri ŽS a SAD;;49.09087;19.605735
15019;CLV;Žilina;;Liptovský Mikuláš;Hurbanova;park pri ŽS a SAD;;49.09087;19.605735
15020;CLV;Žilina;;Liptovský Mikuláš;Jánošíkovo nábr.;hotel Jánošík,pri AZ;;49.08755;19.603954
15021;CLV;Žilina;;Liptovský Mikuláš;Jánošíkovo nábr.;hotel Jánošík,pri AZ;;49.08755;19.603954
25019;CLP;Žilina;;Liptovský Mikuláš;Rachmaninovo nám./1.mája-AZ;OD Jednota,Ľ,vnt;;49.08028;19.622553
25020;CLP;Žilina;;Liptovský Mikuláš;Rachmaninovo nám./1.mája-AZ;OD Jednota,Ľ,vnk;;49.08028;19.622553
25021;CLP;Žilina;;Liptovský Mikuláš;Rachmaninovo nám./1.mája-AZ;OD Jednota,Ľ,vnt;;49.080231;19.622506
25022;CLP;Žilina;;Liptovský Mikuláš;Rachmaninovo nám./1.mája-AZ;OD Jednota,Ľ,vnk;;49.080231;19.622506
25023;CLP;Žilina;;Liptovský Mikuláš;Rachmaninovo nám./1.mája-AZ;OD Jednota,Ľ,vnt;;49.08015;19.622463
25024;CLP;Žilina;;Liptovský Mikuláš;Rachmaninovo nám./1.mája-AZ;OD Jednota,Ľ,vnk;;49.08015;19.622463
25025;CLP;Žilina;;Liptovský Mikuláš;1.Mája-AZ;závod MAYTEX,Ľ,vnt LIDL, oproti ČS Oktan, Skalniak;;49.078947;19.631665
25026;CLP;Žilina;;Liptovský Mikuláš;1.Mája-AZ;závod MAYTEX,Ľ,vnk LIDL, oproti ČS Oktan, Skalniak;;49.078947;19.631665
25027;CLP;Žilina;;Liptovský Mikuláš;1.Mája-AZ;závod MAYTEX,Ľ,vnt LIDL, oproti ČS Oktan, Skalniak;;49.078866;19.631656
25028;CLP;Žilina;;Liptovský Mikuláš;1.Mája-AZ;závod MAYTEX,Ľ,vnk LIDL, oproti ČS Oktan, Skalniak;;49.078866;19.631656
25029;CLP;Žilina;;Liptovský Mikuláš;1.Mája-AZ;závod MAYTEX,Ľ,vnt LIDL, oproti ČS Oktan, Skalniak;;49.078785;19.63163
25030;CLP;Žilina;;Liptovský Mikuláš;1.Mája-AZ;závod MAYTEX,Ľ,vnk LIDL, oproti ČS Oktan, Skalniak;;49.078785;19.63163
25031;CLP;Žilina;;Liptovský Mikuláš;1.Mája-AZ;Liptov.mliekáreň,Ľ,vnt;;49.076812;19.64309
25032;CLP;Žilina;;Liptovský Mikuláš;1.Mája-AZ;Liptov.mliekáreň,Ľ,vnk;;49.076812;19.64309
25033;CLP;Žilina;;Liptovský Mikuláš;1.Mája-AZ;Poľnonákup Liptov,oproti Lipt.mliek.,P,vnk;;49.078985;19.634287
25034;CLP;Žilina;;Liptovský Mikuláš;1.Mája-AZ;Poľnonákup Liptov,oproti Lipt.mliek.,P,vnt;;49.078985;19.634287
25035;CLP;Žilina;;Liptovský Mikuláš;1.Mája-AZ;Poľnonákup Liptov,oproti Lipt.mliek.,Z/vnt;;49.078985;19.634287
25036;CLP;Žilina;;Liptovský Mikuláš;1.Mája-AZ;Maytex,hotel Klar,Z/vnt opr. LIDL;;49.079541;19.630082
25037;CLP;Žilina;;Liptovský Mikuláš;1.Mája-AZ;Maytex,hotel Klar,Ľ,vnt opr. LIDL;;49.079541;19.630082
25038;CLP;Žilina;;Liptovský Mikuláš;1.Mája-AZ;Maytex,hotel Klar,Ľ,vnk opr. LIDL;;49.079541;19.630082
25039;CLP;Žilina;;Liptovský Mikuláš;1.Mája-AZ;Maytex,hotel Klar,P,vnk opr. LIDL;;49.079608;19.629273
25040;CLP;Žilina;;Liptovský Mikuláš;1.Mája-AZ;Maytex,hotel Klar,P,vnt opr. LIDL;;49.079608;19.629273
25041;CLP;Žilina;;Liptovský Mikuláš;1.Mája-AZ;Maytex,hotel Klar,Z/vnt opr. LIDL;;49.079608;19.629273
25042;CLP;Žilina;;Liptovský Mikuláš;Rachmaninovo nám.-AZ;Stop Shop,P,vnk polícia;;49.080807;19.621297
25043;CLP;Žilina;;Liptovský Mikuláš;Rachmaninovo nám.-AZ;Stop Shop,P,vnt polícia;;49.080807;19.621297
25044;CLP;Žilina;;Liptovský Mikuláš;Rachmaninovo nám.-AZ;Stop ShopZ/vnt polícia;;49.080807;19.621297
25045;CLP;Žilina;;Liptovský Mikuláš;Rachmaninovo nám.-AZ;Stop Shop,Z/vnk polícia;;49.080807;19.621297
25046;CLP;Žilina;;Liptovský Mikuláš;Rachmaninovo nám.-AZ;Stop Shop,Z/vnt polícia;;49.080908;19.620729
25047;CLP;Žilina;;Liptovský Mikuláš;Rachmaninovo nám.-AZ;Stop Shop,Ľ,vnt polícia;;49.080908;19.620729
25048;CLP;Žilina;;Liptovský Mikuláš;Rachmaninovo nám.-AZ;Stop Shop,Ľ,vnk polícia;;49.080908;19.620729
25049;CLP;Žilina;;Liptovský Mikuláš;Rachmaninovo nám.-AZ;Stop Shop,Z/vnk polícia;;49.080908;19.620729
25050;CLP;Žilina;;Liptovský Mikuláš;Hurbanova-AZ;Vojen.útvar,mater.škola,Ľ,vnt;;49.088599;19.60564
25051;CLP;Žilina;;Liptovský Mikuláš;Hurbanova-AZ;Vojen.útvar,mater.škola,Ľ,vnk;;49.088599;19.60564
25286;CLP;Žilina;;Liptovský Mikuláš;Garbiarska-AZ;pri Linapo a podchodoch,Ľ,vnt;;49.08237;19.610677
25287;CLP;Žilina;;Liptovský Mikuláš;Garbiarska-AZ;pri Linapo a podchodoch,Ľ,vnk;;49.08237;19.610667
16146;CLV;Banská Bystrica;;Lučenec;Opatová;príj.od RS/ZV,sídl.,predajňa Opel;;48.339106;19.678467
16147;CLV;Banská Bystrica;;Lučenec;Opatová;príj.od RS/ZV,sídl.,predajňa Opel;;48.339106;19.678467
16148;CLV;Banská Bystrica;;Lučenec;Maloveská;príjazd od SAD/ŽSR,sm centr CBA;;48.33114;19.67189
16149;CLV;Banská Bystrica;;Lučenec;Maloveská;príjazd od SAD/ŽSR,sm centr CBA;;48.33114;19.67189
16150;CLV;Banská Bystrica;;Lučenec;Fiľakovská;výj.sm Fiľakovo,Billa,predajňa CBA,1 materská škola,základná škola;;48.325631;19.675159
16151;CLV;Banská Bystrica;;Lučenec;Fiľakovská;výj.sm Fiľakovo,Billa,predajňa CBA,1 materská škola,základná škola;;48.325631;19.675159
16152;CLV;Banská Bystrica;;Lučenec;Fiľakovská;výj.sm Fiľakovo,Billa,predajňa CBA,2 materská škola,základná škola;;48.325818;19.675741
16153;CLV;Banská Bystrica;;Lučenec;Fiľakovská;výj.sm Fiľakovo,Billa,predajňa CBA,2 materská škola,základná škola;;48.325818;19.675741
16315;CLV;Banská Bystrica;;Lučenec;stanica SAD;nást.ostrovček,CBA/Cent,1;;48.33407;19.667638
16316;CLV;Banská Bystrica;;Lučenec;stanica SAD;nást.ostrovček,CBA/Cent ,1;;48.33407;19.667638
16317;CLV;Banská Bystrica;;Lučenec;stanica SAD;nást.ostrovček,CBA/Cent,2;;48.334156;19.667739
16318;CLV;Banská Bystrica;;Lučenec;stanica SAD;nást.ostrovček,CBA/Cent,2;;48.334156;19.667739
16319;CLV;Banská Bystrica;;Lučenec;stanica SAD;nást.ostrovček,CBA/Cent,3;;48.334239;19.667838
16320;CLV;Banská Bystrica;;Lučenec;stanica SAD;nást.ostrovček,CBA/Cent,3;;48.334239;19.667838
16321;CLV;Banská Bystrica;;Lučenec;stanica SAD;nást.ostrovček,CBA/Cent,4;;48.334363;19.667975
16322;CLV;Banská Bystrica;;Lučenec;stanica SAD;nást.ostrovček,CBA/Cent,4;;48.334363;19.667975
16323;CLV;Banská Bystrica;;Lučenec;stanica SAD;nást.ostrovček,CBA/Cent,5;;48.334523;19.668117
16324;CLV;Banská Bystrica;;Lučenec;stanica SAD;nást.ostrovček,CBA/Cent,5;;48.334523;19.668117
16327;CLV;Banská Bystrica;;Lučenec;nám.Republiky;OC Galéria, pešia zóna,1 nemocnica;;48.330436;19.660368
16328;CLV;Banská Bystrica;;Lučenec;nám.Republiky;OC Galéria, pešia zóna,1 nemocnica;;48.330436;19.660368
16329;CLV;Banská Bystrica;;Lučenec;nám.Republiky;OC Galéria, pešia zóna,2 nemocnica;;48.330478;19.660378
16330;CLV;Banská Bystrica;;Lučenec;nám.Republiky;OC Galéria, pešia zóna,2 nemocnica;;48.330478;19.660378
16331;CLV;Banská Bystrica;;Lučenec;nám.Republiky;OC Galéria, pešia zóna,3 nemocnica;;48.330593;19.660373
16332;CLV;Banská Bystrica;;Lučenec;nám.Republiky;OC Galéria, pešia zóna,3 nemocnica;;48.330593;19.660373
16333;CLV;Banská Bystrica;;Lučenec;nám.Republiky;OC Galéria, pešia zóna,4 nemocnica;;48.330689;19.660411
16334;CLV;Banská Bystrica;;Lučenec;nám.Republiky;OC Galéria, pešia zóna,4 nemocnica;;48.330689;19.660411
11212;CLV;Bratislava;;Malacky;II/503;InterCora-OC Malavia-vstup od Tesca 1,sm NC KIK, Deichman, Takko, DM drogéria, Jysk,Dráčik, Pet Center;;48.432351;17.029212
11213;CLV;Bratislava;;Malacky;II/503;InterCora-OC Malavia-vstup od Tesca1,sm Tesco KIK, Deichman, Takko, DM drogéria, Jysk,Dráčik, Pet Center;;48.432351;17.029212
11214;CLV;Bratislava;;Malacky;II/503;InterCora-OC Malavia-vstup od Tesca2,sm NC KIK, Deichman, Takko, DM drogéria, Jysk,Dráčik, Pet Center;;48.432495;17.029064
11215;CLV;Bratislava;;Malacky;II/503;InterCora-OC Malavia-vstup od Tesca2,sm Tesco KIK, Deichman, Takko, DM drogéria, Jysk,Dráčik, Pet Center;;48.432495;17.029064
11216;CLV;Bratislava;;Malacky;II/503;InterCora-OC Malavia, pred KIK KIK, Deichman, Takko, DM drogéria, Jysk,Dráčik, Pet Center;;48.432753;17.028833
11217;CLV;Bratislava;;Malacky;II/503;InterCora-OC Malavia, pred KIK KIK, Deichman, Takko, DM drogéria, Jysk,Dráčik, Pet Center;;48.432753;17.028833
11218;CLV;Bratislava;;Malacky;II/503;InterCora-OC Malavia, pred OKAY elektro KIK, Deichman, Takko, DM drogéria, Jysk,Dráčik, Pet Center;;48.433234;17.028243
11219;CLV;Bratislava;;Malacky;II/503;InterCora-OC Malavia, pred OKAY elektro KIK, Deichman, Takko, DM drogéria, Jysk,Dráčik, Pet Center;;48.433234;17.028243
11220;CLV;Bratislava;;Malacky;II/503;InterCora-OC Malavia, pred GATE KIK, Deichman, Takko, DM drogéria, Jysk,Dráčik, Pet Center;;48.433574;17.028667
11221;CLV;Bratislava;;Malacky;II/503;InterCora-OC Malavia, pred GATE KIK, Deichman, Takko, DM drogéria, Jysk,Dráčik, Pet Center;;48.433574;17.028667
15174;CLV;Žilina;;Martin;Divadelná;centr/vstup do pešej zóny,divadlo;;49.065098;18.921638
15175;CLV;Žilina;;Martin;Divadelná;centr/vstup do pešej zóny,divadlo;;49.065098;18.921638
15189;CLV;Žilina;;Martin;Divadelná;centr/pešia zóna,divadlo;;49.065494;18.921767
15190;CLV;Žilina;;Martin;Divadelná;centr/pešia zóna,divadlo;;49.065494;18.921767
15337;CLV;Žilina;;Martin-Vrútky;sv. Cyrila a Metoda;pri lekárni ČSOB, SLSP;;49.114388;18.924545
15338;CLV;Žilina;;Martin-Vrútky;sv. Cyrila a Metoda;pri lekárni ČSOB, SLSP;;49.114388;18.924545
15339;CLV;Žilina;;Martin-Vrútky;pešia zóna;pri VÚB Tatra banka, fitnescentrum;;49.113124;18.924508
15340;CLV;Žilina;;Martin-Vrútky;pešia zóna;pri VÚB Tatra banka, fitnescentrum;;49.113124;18.924508
15341;CLV;Žilina;;Martin-Vrútky;pešia zóna;pri fontáne KC Kriváň, COOP Jednota;;49.111344;18.9241
15342;CLV;Žilina;;Martin-Vrútky;pešia zóna;pri fontáne KC Kriváň, COOP Jednota;;49.111344;18.9241
25324;CLP;Žilina;;Martin-Vrútky;Fr.partizánov-AZ;kasárne,sm MT,Ľ,vnt;;49.121928;18.908607
25325;CLP;Žilina;;Martin-Vrútky;Fr.partizánov-AZ;kasárne,sm MT,Ľ,vnk;;49.121928;18.908607
25326;CLP;Žilina;;Martin-Vrútky;Fr.partizánov-AZ;oproti Harley-pubu,sm MT,Ľ,vnt;;49.119782;18.910535
25327;CLP;Žilina;;Martin-Vrútky;Fr.partizánov-AZ;oproti Harley-pubu,sm MT,Ľ,vnk;;49.119782;18.910535
25328;CLP;Žilina;;Martin-Vrútky;Fr.partizánov-AZ;pred Kerimaxom,sm ŽA,Ľ,vnt;;49.11368;18.916322
25329;CLP;Žilina;;Martin-Vrútky;Fr.partizánov-AZ;pred Kerimaxom,sm ŽA,Ľ,vnk;;49.11368;18.916322
25386;CLP;Žilina;;Martin-Vrútky;Bláhovca a Karvaša-AZ;Ľ,vnt pri RD s.č. 3596;;49.116469;18.903473
25387;CLP;Žilina;;Martin-Vrútky;Bláhovca a Karvaša-AZ;Ľ,vnk pri RD s.č. 3596;;49.116469;18.903473
25422;CLP;Žilina;;Martin-Vrútky;Čachovský rad-AZ;Športová hala,škola,Ľ,vnt;;49.112592;18.919738
25423;CLP;Žilina;;Martin-Vrútky;Čachovský rad-AZ;Športová hala,škola,Ľ,vnk;;49.112592;18.919738
18022;CLV;Košice;;Michalovce;Humenská cesta/ŽSR;nástupište SAD,Kaufland,NAY;;48.752539;21.900802
18023;CLV;Košice;;Michalovce;Humenská cesta/ŽSR;nástupište SAD,Kaufland,NAY;;48.752522;21.900792
18024;CLV;Košice;;Michalovce;Humenská cesta/ŽSR;ŽS,Kaufland,NAY;;48.751564;21.900218
18025;CLV;Košice;;Michalovce;Humenská cesta/ŽSR;ŽS,Kaufland,NAY;;48.751564;21.900218
18026;CLV;Košice;;Michalovce;K.Kuzmányho/prof. Hlaváča;v križovatke pri OD;;48.75523;21.909777
18027;CLV;Košice;;Michalovce;K.Kuzmányho/prof. Hlaváča;v križovatke pri OD;;48.75523;21.909777
18030;CLV;Košice;;Michalovce;M.R.Štefánika;pri knižnici,OD,v križovatke;;48.753219;21.911152
18031;CLV;Košice;;Michalovce;M.R.Štefánika;pri knižnici,OD,v križovatke;;48.753219;21.911152
18032;CLV;Košice;;Michalovce;Špitálska;ST,Tesco Expres;;48.754051;21.913766
18033;CLV;Košice;;Michalovce;Špitálska;ST,Tesco Expres;;48.754051;21.913766
18036;CLV;Košice;;Michalovce;M.R.Štefánika;pri OD,reštaurácia,Areka;;48.749554;21.906303
18037;CLV;Košice;;Michalovce;M.R.Štefánika;pri OD,reštaurácia,Areka;;48.749554;21.906303
18040;CLV;Košice;;Michalovce;J.Hollého;penzión,OD,reštaurácia;;48.755295;21.923718
18041;CLV;Košice;;Michalovce;J.Hollého;penzión,OD,reštaurácia;;48.755295;21.923718
18042;CLV;Košice;;Michalovce;J.Hollého/IDEA;oproti OD IDEA,banka,poisťovňa,na AZ;;48.750792;21.925104
18043;CLV;Košice;;Michalovce;J.Hollého/IDEA;oproti OD IDEA,banka,poisťovňa,na AZ;;48.750792;21.925104
28192;CLP;Košice;;Michalovce;Partizánska-AZ;pri kostole,P,vnk;;48.75924;21.923832
28193;CLP;Košice;;Michalovce;Partizánska-AZ;pri kostole,P,vnt;;48.75924;21.923832
28194;CLP;Košice;;Michalovce;Partizánska-AZ;pri kostole,Ľ,vnt;;48.759272;21.923727
28195;CLP;Košice;;Michalovce;Partizánska-AZ;pri kostole,Ľ,vnk;;48.759272;21.923727
28196;CLP;Košice;;Michalovce;Masarykova-AZ;gymnázium P.Horova,Ľ,vnt;;48.758639;21.912143
28197;CLP;Košice;;Michalovce;Masarykova-AZ;gymnázium P.Horova,Ľ,vnk;;48.758639;21.912143
28202;CLP;Košice;;Michalovce;M.R.Štefánika-AZ;Domsprav,pri nákup.centre,P,vnk;;48.750513;21.907665
28203;CLP;Košice;;Michalovce;M.R.Štefánika-AZ;Domsprav,pri nákup.centre,P,vnt;;48.750514;21.9077
28204;CLP;Košice;;Michalovce;M.R.Štefánika-AZ;Domsprav,pri nákup.centre,Ľ,vnt;;48.750459;21.907772
28205;CLP;Košice;;Michalovce;M.R.Štefánika-AZ;Domsprav,pri nákup.centre,Ľ,vnk;;48.750459;21.907772
28206;CLP;Košice;;Michalovce;M.R.Štefánika-AZ;Domsprav,oproti nákup.centru,P,vnk;;48.750766;21.907252
28207;CLP;Košice;;Michalovce;M.R.Štefánika-AZ;Domsprav,oproti nákup.centru,P,vnt;;48.750766;21.907252
28208;CLP;Košice;;Michalovce;M.R.Štefánika-AZ;Domsprav,oproti nákup.centru,Ľ,vnt;;48.750832;21.907145
28209;CLP;Košice;;Michalovce;M.R.Štefánika-AZ;Domsprav,oproti nákup.centru,Ľ,vnk;;48.750843;21.907109
28210;CLP;Košice;;Michalovce;Kuzmányho-AZ;pri výškovej budove,P,vnk;;48.754426;21.910969
28211;CLP;Košice;;Michalovce;Kuzmányho-AZ;pri výškovej budove,P,vnt;;48.754426;21.910969
28212;CLP;Košice;;Michalovce;Kuzmányho-AZ;pri výškovej budove,Ľ,vnt;;48.754463;21.911053
28213;CLP;Košice;;Michalovce;Kuzmányho-AZ;pri výškovej budove,Ľ,vnk;;48.754463;21.911053
28216;CLP;Košice;;Michalovce;Kuzmányho-AZ;oproti výškovej budove,Ľ,vnt;;48.754457;21.910414
28217;CLP;Košice;;Michalovce;Kuzmányho-AZ;oproti výškovej budove,Ľ,vnk;;48.754457;21.910414
28218;CLP;Košice;;Michalovce;Obchodná-AZ;vedľa Jednoty,P,vnk;;48.757734;21.917554
28219;CLP;Košice;;Michalovce;Obchodná-AZ;vedľa Jednoty,P,vnt;;48.757735;21.917606
28220;CLP;Košice;;Michalovce;Obchodná-AZ;vedľa Jednoty,Ľ,vnt;;48.757679;21.917644
28221;CLP;Košice;;Michalovce;Obchodná-AZ;vedľa Jednoty,Ľ,vnk;;48.757679;21.917644
28222;CLP;Košice;;Michalovce;Obchodná-AZ;reštaurácia Lagúna,P,vnk;;48.757982;21.917384
28223;CLP;Košice;;Michalovce;Obchodná-AZ;reštaurácia Lagúna,P,vnt;;48.758005;21.917366
28224;CLP;Košice;;Michalovce;Obchodná-AZ;reštaurácia Lagúna,Ľ,vnt;;48.75805;21.917345
28225;CLP;Košice;;Michalovce;Obchodná-AZ;reštaurácia Lagúna,Ľ,vnk;;48.758061;21.917327
28226;CLP;Košice;;Michalovce;kpt.Nálepku-AZ;oproti ZŠ P.Horova,Ľ,vnt;;48.755218;21.919294
28227;CLP;Košice;;Michalovce;kpt.Nálepku-AZ;oproti ZŠ P.Horova,Ľ,vnk;;48.755218;21.919294
28228;CLP;Košice;;Michalovce;J.Hollého-AZ;pri hoteli Družba,Ľ,vnt;;48.757221;21.923015
28229;CLP;Košice;;Michalovce;J.Hollého-AZ;pri hoteli Družba,Ľ,vnk;;48.757221;21.923015
28230;CLP;Košice;;Michalovce;J.Hollého-AZ;pri kostole,Ľ,vnt;;48.75627;21.923881
28231;CLP;Košice;;Michalovce;J.Hollého-AZ;pri kostole,Ľ,vnk;;48.75627;21.923881
28232;CLP;Košice;;Michalovce;J.Hollého/IDEA-AZ;pri nákup.centre IDEA,Ľ,vnt;;48.750446;21.925834
28233;CLP;Košice;;Michalovce;J.Hollého/IDEA-AZ;pri nákup.centre IDEA,Ľ,vnk;;48.750446;21.925834
