e_cis;velikost;kraj;okres;mesto;ul_cis;ul_cis1;ul_cisn;vgs84_n;vgs84_eo
24257;CLP;Nitra;Nitra;Nitra;Nábrežie mládeže/Lomnická-AZ;SOŠS a ZŠ Nábrežie mládeže smer OC Promenáda, Ľ, vnk;;48.315988;18.096793
24258;CLP;Nitra;Nitra;Nitra;Fatranská-AZ;pri OD Lipa, OD Lidl, Ľ vnt;;48.309987;18.107579
24259;CLP;Nitra;Nitra;Nitra;Fatranská-AZ;pri OD Lipa, OD Lidl, Ľ vnk;;48.309987;18.107579
24260;CLP;Nitra;Nitra;Nitra;Výstavná-AZ;OD Lipa, OD Lidl smer Výstavisko a OD Centro, Ľ vnt;;48.310156;18.106781
24261;CLP;Nitra;Nitra;Nitra;Výstavná-AZ;OD Lipa, OD Lidl smer Výstavisko a OD Centro, Ľ vnk;;48.310156;18.106781
24263;CLP;Nitra;Nitra;Nitra;Tr.A. Hlinku, smer Centro Nitra-AZ;Slovenská poľnoh. univerzita, Ľ vnt;;48.307543;18.092427
24264;CLP;Nitra;Nitra;Nitra;Tr.A. Hlinku, smer Centro Nitra-AZ;Slovenská poľnoh. univerzita, Ľ vnk;;48.307543;18.092427
24265;CLP;Nitra;Nitra;Nitra;Tr.A. Hlinku, smer centrum-AZ;Univerzita Konštantína filozofa, Ľ vnt;;48.307726;18.091465
24266;CLP;Nitra;Nitra;Nitra;Tr.A. Hlinku, smer centrum-AZ;Univerzita Konštantína filozofa, Ľ vnk;;48.307726;18.091465
24267;CLP;Nitra;Nitra;Nitra;Sládkovičova/ČSOB-AZ;Lekáreň, kostol, banka, Ľ vnt;;48.311975;18.090941
24268;CLP;Nitra;Nitra;Nitra;Sládkovičova/ČSOB-AZ;Lekáreň, kostol, banka, Ľ vnk;;48.311975;18.090941
24269;CLP;Nitra;Nitra;Nitra;Štúrova/azylový dom-AZ;Oproti OD Tesco, smer kruhový objazd centrum Ľ vnt;;48.310006;18.070181
24270;CLP;Nitra;Nitra;Nitra;Štúrova/azylový dom-AZ;Oproti OD Tesco, smer kruhový objazd centrum Ľ vnk;;48.310006;18.070181
24271;CLP;Nitra;Nitra;Nitra;Mostná/pri DAB-AZ;Divadlo AB, oproti Generali Poisťovňa, Ľ vnt;;48.314781;18.087658
24272;CLP;Nitra;Nitra;Nitra;Mostná/pri DAB-AZ;Divadlo AB, oproti Generali Poisťovňa, Ľ vnk;;48.314781;18.087658
24273;CLP;Nitra;Nitra;Nitra;Štúrova-AZ;križ. Hollého, oproti Business Centrum smer centrum, Ľ vnt;;48.308967;18.079744
24274;CLP;Nitra;Nitra;Nitra;Štúrova-AZ;križ. Hollého, oproti Business Centrum smer centrum, Ľ vnk;;48.308967;18.079744
24276;CLP;Nitra;;Nitra;Výstavná/Sitňanská-AZ;pri parku, OD DATA - Zdroj,Ľ,vnt;;48.311895;18.109987
24277;CLP;Nitra;;Nitra;Výstavná/Sitňanská-AZ;pri parku, OD DATA - Zdroj,Ľ,vnk;;48.311895;18.109987
24278;CLP;Nitra;;Nitra;Štefánikova tr./tržnica-AZ;oproti OD Mlyny, ľavý AP,Z/vnt;;48.307383;18.085404
24279;CLP;Nitra;;Nitra;Štefánikova tr./tržnica-AZ;oproti OD Mlyny, ľavý AP,Ľ,vnt;;48.307383;18.085404
24280;CLP;Nitra;;Nitra;Štefánikova tr./tržnica-AZ;oproti OD Mlyny, ľavý AP, Ľ,vnk;;48.307383;18.085404
24281;CLP;Nitra;;Nitra;Štefánikova tr./tržnica-AZ;oproti OD Mlyny, ľavý AP,Z,vnk;;48.307383;18.085404
24282;CLP;Nitra;;Nitra;Štefánikova tr./tržnica-AZ;oproti OD Mlyny, pravý AP,Z,Ľ,vnt;;48.307383;18.085404
24283;CLP;Nitra;;Nitra;Štefánikova tr./tržnica-AZ;oproti OD Mlyny, pravý AP,Z,Ľ,vnk;;48.307383;18.085404
24284;CLP;Nitra;;Nitra;Štefánikova tr./SATUR-AZ;oproti OC Mlyny, ľavý AP,Z,P,vnt;;48.306635;18.085187
24285;CLP;Nitra;;Nitra;Štefánikova tr./SATUR-AZ;oproti OC Mlyny, ľavý AP,Ľ,vnt;;48.306635;18.085187
24286;CLP;Nitra;;Nitra;Štefánikova tr./SATUR-AZ;oproti OC Mlyny, ľavý AP,Ľ,vnk;;48.306635;18.085187
24287;CLP;Nitra;;Nitra;Štefánikova tr./SATUR-AZ;oproti OC Mlyny, pravý AP,Z,Ľ,vnt;;48.306635;18.085187
24288;CLP;Nitra;;Nitra;Tr.A.Hlinku/OC Centro-AZ;pri OC Centro Nitra smer ul. Dlhá, ľavý AP,Z,P,vnt;;48.309998;18.097638
24289;CLP;Nitra;;Nitra;Tr.A.Hlinku/OC Centro-AZ;pri OC Centro Nitra smer ul. Dlhá, ľavý AP,Ľ,vnt;;48.309998;18.097638
24290;CLP;Nitra;;Nitra;Tr.A.Hlinku/OC Centro-AZ;pri OC Centro Nitra smer ul. Dlhá, ľavý AP,Ľ,vnk;;48.309998;18.097638
24291;CLP;Nitra;;Nitra;Tr.A.Hlinku/OC Centro-AZ;pri OC Centro Nitra smer ul. Dlhá, ľavý AP,Z,vnk;;48.309998;18.097638
24292;CLP;Nitra;;Nitra;Tr.A.Hlinku/OC Centro-AZ;pri OC Centro Nitra smer ul. Dlhá,pravý AP,Z,Ľ,vnt;;48.30994;18.097504
24293;CLP;Nitra;;Nitra;Tr.A.Hlinku/OC Centro-AZ;pri OC Centro Nitra smer ul. Dlhá,pravý AP,Z,Ľ,vnk;;48.30994;18.097504
24294;CLP;Nitra;;Nitra;Štefánikova tr./Stavex-AZ;oproti Okresnému úradu Nitra, lekáreň,Ľ,vnt;;48.304467;18.084109
24295;CLP;Nitra;;Nitra;Štefánikova tr./Stavex-AZ;oproti Okresnému úradu Nitra, lekáreň,Ľ,vnk;;48.304467;18.084109
24296;CLP;Nitra;;Nitra;Štefánikova tr./Stavex-AZ;oproti Nitra Zdroj, piváreň, cukráreň,Ľ,vnt;;48.304033;18.083896
24297;CLP;Nitra;;Nitra;Štefánikova tr./Stavex-AZ;oproti Nitra Zdroj, piváreň, cukráreň,Ľ,vnk;;48.304033;18.083896
24298;CLP;Nitra;;Nitra;Nábr.mládeže-AZ;oproti ŠD UKF smer centrum, Ľ,vnt;;48.312815;18.095353
24299;CLP;Nitra;;Nitra;Nábr.mládeže-AZ;oproti ŠD UKF smer centrum,Ľ,vnk;;48.312815;18.095353
24300;CLP;Nitra;;Nitra;Štúrova/OD Mlyny-AZ;pri OD Mlyny smer Chrenová, ľavý AP,Z,P,vnt;;48.307816;18.086703
24301;CLP;Nitra;;Nitra;Štúrova/OD Mlyny-AZ;pri OD Mlyny smer Chrenová, ľavý AP,Z,Ľ,vnt;;48.307816;18.086703
24302;CLP;Nitra;;Nitra;Štúrova/OD Mlyny-AZ;pri OD Mlyny smer Chrenová, pravý AP,Z,P,vnt;;48.307816;18.086703
24303;CLP;Nitra;;Nitra;Štúrova/OD Mlyny-AZ;pri OD Mlyny smer Chrenová, pravý AP,Z,Ľ,vnt;;48.307816;18.086703
24304;CLP;Nitra;;Nitra;Tr.A.Hlinku/oproti OC Centro-AZ;SOŠ Slančíkovej smer centrum,ľavý AP,Z,P,vnt;;48.309327;18.095541
24305;CLP;Nitra;;Nitra;Tr.A.Hlinku/oproti OC Centro-AZ;SOŠ Slančíkovej smer centrum,ľavý AP,Ľ,vnt;;48.309327;18.095541
24306;CLP;Nitra;;Nitra;Tr.A.Hlinku/oproti OC Centro-AZ;SOŠ Slančíkovej smer centrum,ľavý AP,Ľ,vnk;;48.309327;18.095541
24307;CLP;Nitra;;Nitra;Tr.A.Hlinku/oproti OC Centro-AZ;SOŠ Slančíkovej smer centrum,pravý AP,Z,Ľ,vnt;;48.309327;18.095541
24308;CLP;Nitra;;Nitra;Popradská ulica-AZ;pri Lafimo,oproti vojenský cintorín,Ľ,vnt.;;48.306093;18.055632
24309;CLP;Nitra;;Nitra;Popradská ulica-AZ;pri Lafimo,oproti vojenský cintorín,Ľ,vnk.;;48.306093;18.055632
24310;CLP;Nitra;;Nitra;Dolnočermánska/hasiči-AZ;pred OD Family center, Korzo Klokočina,Ľ,vnt.;;48.299613;18.065923
24311;CLP;Nitra;;Nitra;Dolnočermánska/hasiči-AZ;pred OD Family center, Korzo Klokočina,Ľ,vnk.;;48.299613;18.065923
24312;CLP;Nitra;Nitra;Nitra;Dolnočermánska/ZŠ-AZ;oproti hasiči, pred Mestskou šport.halou,Ľ,vnt;;48.298973;18.066309
24313;CLP;Nitra;Nitra;Nitra;Dolnočermánska/ZŠ-AZ;oproti hasiči, pred Mestskou šport.halou,Ľ,vnk;;48.298973;18.066309
24314;CLP;Nitra;Nitra;Nitra;Dlhá/Gorazdova-AZ;smer centrum,Ľ,vnt;;48.307403;18.116131
24315;CLP;Nitra;;Nitra;Dlhá/Gorazdova-AZ;smer centrum,Ľ,vnk;;48.307403;18.116131
24316;CLP;Nitra;Nitra;Nitra;Výstavná-AZ;oproti výstavisku,OC Centro,Ľ,vnt;;48.308129;18.09976
24317;CLP;Nitra;Nitra;Nitra;Výstavná-AZ;oproti výstavisku,OC Centro,Ľ,vnk;;48.308129;18.09976
24318;CLP;Nitra;Nitra;Nitra;Hollého-AZ;smer Klokočina,Ľ,vnt;;48.307801;18.077846
24319;CLP;Nitra;Nitra;Nitra;Hollého-AZ;smer Klokočina,Ľ,vnk;;48.307801;18.077846
24321;CLP;Nitra;Nitra;Nitra;Tr.A.Hlinku-AZ;Atletický štadión smc,Ľ,vnt.;;48.313295;18.103538
24322;CLP;Nitra;Nitra;Nitra;Tr.A.Hlinku-AZ;Atletický štadión smc,Ľ,vnk.;;48.313295;18.103538
24323;CLP;Nitra;Nitra;Nitra;Sládkovičova-AZ;oproti ČSOB, Lekáreň Sládkovičova, penzión Moretti,Ľ,vnt.;;48.312778;18.091944
24324;CLP;Nitra;Nitra;Nitra;Sládkovičova-AZ;oproti ČSOB, Lekáreň Sládkovičova, penzión Moretti,Ľ,vnk.;;48.312778;18.091944
24328;CLP;Nitra;Nitra;Nitra;Štúrova/Žilinská-AZ;pred ARRIVA NR,sm.Mlynárce,Ľ,vnt.;;48.310724;18.063173
24329;CLP;Nitra;Nitra;Nitra;Štúrova/Žilinská-AZ;pred ARRIVA NR,sm.Mlynárce,Ľ,vnk.;;48.310724;18.063173
24330;CLP;Nitra;Nitra;Nitra;Mostná-AZ;sm.centrum,Tres Takos Bistro,Ľ,vnt.;;48.316617;18.092207
24331;CLP;Nitra;Nitra;Nitra;Mostná-AZ;sm.centrum,Tres Takos Bistro,Ľ,vnk.;;48.316617;18.092207
24332;CLP;Nitra;Nitra;Nitra;Zobor/Kláštorska-AZ;pri Špec.Nemocnici sv.Svorada,Ľ,vnt.;;48.345784;18.090218
24333;CLP;Nitra;Nitra;Nitra;Zobor/Kláštorska-AZ;pri Špec.Nemocnici sv.Svorada,Ľ,vnk.;;48.345784;18.090218
24334;CLP;Nitra;Nitra;Nitra;Štúrova-AZ;pred kruhovým objazdom,smer HM Tesco,Ľ,vnt.;;48.309416;18.078382
24335;CLP;Nitra;Nitra;Nitra;Štúrova-AZ;pred kruhovým objazdom,smer HM Tesco,Ľ,vnk.;;48.309416;18.078382
24336;CLP;Nitra;Nitra;Nitra;Hodžova/Štefánikova-AZ;pri KÚ,sm Štefánikova,Ľ,vnt.;;48.304157;18.084711
24337;CLP;Nitra;Nitra;Nitra;Hodžova/Štefánikova-AZ;pri KÚ,sm Štefánikova,Ľ,vnk.;;48.304157;18.084711
24338;CLP;Nitra;Nitra;Nitra;Hviezdoslavova tr.I.-AZ;oproti NsP,smer Mikovíniho,Ľ,vnt.;;48.304583;18.066497
24339;CLP;Nitra;Nitra;Nitra;Hviezdoslavova tr.I.-AZ;oproti NsP,smer Mikovíniho,Ľ,vnk.;;48.304583;18.066497
24340;CLP;Nitra;Nitra;Nitra;Štefánikova tr./Špitálska-AZ;oproti Úrad práce,smc,Z,vnt.;;48.303153;18.083951
24341;CLP;Nitra;Nitra;Nitra;Štefánikova tr./Špitálska-AZ;oproti Úrad práce,smc,Ľ,vnt.;;48.303153;18.083951
24342;CLP;Nitra;Nitra;Nitra;Štefánikova tr./Špitálska-AZ;oproti Úrad práce,smc,Ľ,vnk.;;48.303153;18.083951
24343;CLP;Nitra;Nitra;Nitra;Štefánikova tr./Špitálska-AZ;oproti Úrad práce,smc,Z,vnt.;;48.303132;18.083908
24344;CLP;Nitra;Nitra;Nitra;Hviezdoslavova tr.II,sm.Kmeťova-AZ;pri OD Lidl, OD Kaufland,Ľ,vnt.;;48.301928;18.061488
24345;CLP;Nitra;Nitra;Nitra;Hviezdoslavova tr.II,sm.Kmeťova-AZ;pri OD Lidl, OD Kaufland,Ľ,vnk.;;48.301928;18.061488
24346;CLP;Nitra;Nitra;Nitra;Hviezdoslavova tr.III,smc-AZ;smc,ČS Slovnaft,OD Kaufland,Ľ,vnt.;;48.299653;18.058438
24347;CLP;Nitra;Nitra;Nitra;Hviezdoslavova tr.III,smc-AZ;smc,ČS Slovnaft,OD Kaufland,Ľ,vnk.;;48.299653;18.058438
24348;CLP;Nitra;Nitra;Nitra;Výstavná-AZ;oproti OC Centro,Agrokomplex Nitra,Ľ,vnt.;;48.308228;18.10035
24349;CLP;Nitra;Nitra;Nitra;Výstavná-AZ;oproti OC Centro,Agrokomplex Nitra,Ľ,vnk.;;48.308228;18.10035
24350;CLP;Nitra;Nitra;Nitra;Štefánikova tr.53-AZ;oproti OD Nitra,Tesco,Decathlon,Z,vnt.1;;48.309034;18.086279
24351;CLP;Nitra;Nitra;Nitra;Štefánikova tr.53-AZ;oproti OD NItra,Tesco,Decathlon,Z,vnt.2;;48.309034;18.086279
24352;CLP;Nitra;Nitra;Nitra;Štefánikova tr.53-AZ;oproti OD Nitra,Tesco,Decathlon,Z,vnk.2;;48.309034;18.086279
24353;CLP;Nitra;Nitra;Nitra;Štefánikova tr.53-AZ;oproti OD Nitra,Tesco,Decathlon,Z,vnk.1;;48.309034;18.086279
24354;CLP;Nitra;Nitra;Nitra;nábr.Mládeže-AZ;oproti PZ SR,Ľ,vnt.;;48.316727;18.096228
24355;CLP;Nitra;Nitra;Nitra;nábr.Mládeže-AZ;oproti PZ SR,Ľ,vnk.;;48.316727;18.096228
24391;CLP;Nitra;Nitra;Nitra;Štefánikova tr.55-AZ;oproti Tesco,Decathlon,Z,vnt.1;;48.308821;18.086216
24392;CLP;Nitra;Nitra;Nitra;Štefánikova tr.55-AZ;oproti Tesco,Decathlon,Z,vnt.2;;48.308821;18.086216
24393;CLP;Nitra;Nitra;Nitra;Štefánikova tr.55-AZ;oproti Tesco,Decathlon,Z,vnk.1;;48.308821;18.086216
24394;CLP;Nitra;Nitra;Nitra;Štefánikova tr.55-AZ;oproti Tesco,Decathlon,Z,vnk.2;;48.308821;18.086216
13000;CLV;Trenčín;;Nové Mesto nad Váhom;Malinovského;Farby/laky;;48.755693;17.836478
13001;CLV;Trenčín;;Nové Mesto nad Váhom;Malinovského;Farby/laky;;48.755693;17.836478
13002;CLV;Trenčín;;Nové Mesto nad Váhom;Malinovského;oproti ČS Shell;;48.754041;17.835247
13003;CLV;Trenčín;;Nové Mesto nad Váhom;Malinovského;oproti ČS Shell;;48.754041;17.83525
13004;CLV;Trenčín;;Nové Mesto nad Váhom;Malinovského;oproti SAD,Lidl;;48.752579;17.83449
13005;CLV;Trenčín;;Nové Mesto nad Váhom;Malinovského;oproti SAD,Lidl;;48.752579;17.83449
13006;CLV;Trenčín;;Nové Mesto nad Váhom;Malinovského;oproti Okres.súdu;;48.755267;17.835114
13007;CLV;Trenčín;;Nové Mesto nad Váhom;Malinovského;oproti Okres.súdu;;48.755267;17.835114
13008;CLV;Trenčín;;Nové Mesto nad Váhom;Hviezdoslavova;pri OC Diana,parkov;;48.755165;17.832669
13009;CLV;Trenčín;;Nové Mesto nad Váhom;Hviezdoslavova;pri OC Diana,parkov;;48.755165;17.832669
13010;CLV;Trenčín;;Nové Mesto nad Váhom;Hviezdoslavova;pri parku P.Matejku;;48.755822;17.831503
13011;CLV;Trenčín;;Nové Mesto nad Váhom;Hviezdoslavova;pri parku P.Matejku;;48.755822;17.831503
13012;CLV;Trenčín;;Nové Mesto nad Váhom;M.R.Štefánika;pri Dome služieb,NsP;;48.754818;17.830272
13013;CLV;Trenčín;;Nové Mesto nad Váhom;M.R.Štefánika;pri Dome služieb,NsP;;48.754818;17.830272
13014;CLV;Trenčín;;Nové Mesto nad Váhom;Hviezdoslavova;pri kultúr.dome;;48.756521;17.827902
13015;CLV;Trenčín;;Nové Mesto nad Váhom;Hviezdoslavova;pri kultúr.dome;;48.756521;17.827902
13016;CLV;Trenčín;;Nové Mesto nad Váhom;Kollárova;pri SOU stavebné,ZŠ,pošta;;48.759715;17.826287
13017;CLV;Trenčín;;Nové Mesto nad Váhom;Kollárova;pri SOU stavebné,ZŠ,pošta;;48.759715;17.826287
13018;CLV;Trenčín;;Nové Mesto nad Váhom;Weisseho;oproti MÚ,pešia zóna;;48.758601;17.82985
13020;CLV;Trenčín;;Nové Mesto nad Váhom;Weisseho;oproti MÚ,pešia zóna;;48.758601;17.82985
13147;CLV;Trenčín;;Nové Mesto nad Váhom;Malinovského;OC Intercora-Dráčik,Deichman, Takko, Kik Kaufland;;48.756599;17.836946
13148;CLV;Trenčín;;Nové Mesto nad Váhom;Malinovského;OC Intercora-Dráčik,Deichman, Takko, Kik Kaufland;;48.756599;17.836946
13149;CLV;Trenčín;;Nové Mesto nad Váhom;Malinovského;OC Intercora-Dráčik,Deichman, Takko, Kik Kaufland;;48.756703;17.837188
13150;CLV;Trenčín;;Nové Mesto nad Váhom;Malinovského;OC Intercora-Dráčik,Deichman, Takko, Kik Kaufland;;48.756703;17.837188
14066;CLV;Nitra;;Nové Zámky;nám.Republiky;pred ŽSR,pri hodinách,1;;47.994573;18.173234
14067;CLV;Nitra;;Nové Zámky;nám.Republiky;pred ŽSR,pri hodinách,1;;47.994573;18.173232
14068;CLV;Nitra;;Nové Zámky;nám.Republiky;pred ŽSR,pri hodinách,2;;47.994531;18.173349
14069;CLV;Nitra;;Nové Zámky;nám.Republiky;pred ŽSR,pri hodinách,2;;47.994514;18.173344
14086;CLV;Nitra;;Nové Zámky;nám.Republiky;pred ŽSR,pri hodinách,3;;47.994455;18.17321
14087;CLV;Nitra;;Nové Zámky;nám.Republiky;pred ŽSR,pri hodinách,3;;47.99446;18.173207
14100;CLV;Nitra;;Nové Zámky;nám.Republiky;pred ŽSR,pri parku,1;;47.994032;18.173131
14101;CLV;Nitra;;Nové Zámky;nám.Republiky;pred ŽSR,pri parku,1;;47.994032;18.173131
14124;CLV;Nitra;;Nové Zámky;nám.Republiky;pred ŽSR,pri parku,4;;47.994228;18.173345
14125;CLV;Nitra;;Nové Zámky;nám.Republiky;pred ŽSR,pri parku,4;;47.994228;18.173345
13151;CLV;Trenčín;;Partizánske;Nitrianska;InterCora pred objektom Dráčik, sm KIK;;48.62855;18.363039
13152;CLV;Trenčín;;Partizánske;Nitrianska;InterCora pred objektom Dráčik, sm TESCO;;48.62855;18.363039
11133;CLV;Bratislava;;Pezinok;Holubyho;centr,pri OC Plus;;48.286905;17.268619
11134;CLV;Bratislava;;Pezinok;Holubyho;centr,pri OC Plus;;48.286905;17.268619
11135;CLV;Bratislava;;Pezinok;Meisslova;parkovisko oproti Billa,lekáreň;;48.285038;17.271868
11136;CLV;Bratislava;;Pezinok;Meisslova;parkovisko oproti Billa,lekáreň;;48.285038;17.271868
21000;CLP;Bratislava;;Pezinok;Radničné nám.;centr,kostol,MÚ,banka,polícia,1;;48.284635;17.26995
21001;CLP;Bratislava;;Pezinok;Radničné nám.;centr,kostol,MÚ,banka,polícia,1;;48.284635;17.26995
21002;CLP;Bratislava;;Pezinok;Radničné nám.;centr,kostol,MÚ,banka,polícia,2;;48.284672;17.270095
21003;CLP;Bratislava;;Pezinok;Radničné nám.;centr,kostol,MÚ,banka,polícia,2;;48.284672;17.270095
21004;CLP;Bratislava;;Pezinok;Radničné nám.;centr,kostol,MÚ,banka,polícia,3;;48.284697;17.270238
21005;CLP;Bratislava;;Pezinok;Radničné nám.;centr,kostol,MÚ,banka,polícia,3;;48.284697;17.270238
21006;CLP;Bratislava;;Pezinok;Jesenského;pri AZ v smere na BA;;48.282021;17.268786
21007;CLP;Bratislava;;Pezinok;Jesenského;pri AZ v smere na BA;;48.282021;17.268786
21008;CLP;Bratislava;;Pezinok;Jesenského;pri AZ v smere na PK/centr;;48.281749;17.268844
21009;CLP;Bratislava;;Pezinok;Jesenského;pri AZ v smere na PK/centr;;48.281749;17.268844
21010;CLP;Bratislava;;Pezinok;Bratislavská/Fándlyho;pri AZ oproti Fándlyho ul.;;48.282122;17.263043
21011;CLP;Bratislava;;Pezinok;Bratislavská/Fándlyho;pri AZ oproti Fándlyho ul.;;48.282122;17.263043
21012;CLP;Bratislava;;Pezinok;Bratislavská;pri Tescu,oproti colný úrad;;48.279715;17.258854
21013;CLP;Bratislava;;Pezinok;Bratislavská;pri Tescu,oproti colný úrad;;48.279715;17.258854
12064;CLVc;Trnava;;Piešťany;Winterova;kolonáda,Lipa;;48.591479;17.834411
12068;CLVc;Trnava;;Piešťany;A.Hlinku;PRIOR,Tatra banka;;48.595041;17.82624
12070;CLVc;Trnava;;Piešťany;Teplická;Pentagon;;48.593717;17.824089
12072;CLVc;Trnava;;Piešťany;Staničná;materská škôlka;;48.594949;17.821533
12074;CLVc;Trnava;;Piešťany;Krajinská;polícia;;48.587115;17.820769
12080;CLVc;Trnava;;Piešťany;Mojmírova;;;48.597649;17.824986
12085;CLVc;Trnava;;Piešťany;Bratislavská cesta;Výskum.ústav rastl.výroby;;48.584793;17.815803
12086;CLVc;Trnava;;Piešťany;Bratislavská cesta;Výskum.ústav rastl.výroby;;48.584793;17.815803
12090;CLVc;Trnava;;Piešťany;Krajinská;pri červenom paneláku;;48.586164;17.831326
12094;CLVc;Trnava;;Piešťany;Nitrianska;Lemon bar;;48.587113;17.832785
12098;CLVc;Trnava;;Piešťany;Hlboká;zim.štadión;;48.579532;17.819435
12108;CLVc;Trnava;;Piešťany;Štúrova;Culex;;48.594461;17.830644
12110;CLVc;Trnava;;Piešťany;Štúrova;Ľudová škola umenia, park, pizzeria;;48.593668;17.832309
12114;CLVc;Trnava;;Piešťany;Pod Párovcami;kino, park, kostol;;48.59279;17.834547
12120;CLVc;Trnava;;Piešťany;Winterova;Bezovec;;48.58862;17.83691
12140;CLVc;Trnava;;Piešťany;M.Bellu;sídl.A.Trajan,trhovisko;;48.582085;17.812789
12266;CLVc;Trnava;;Piešťany;Nám. Slobody;pred SLSP;;48.588923;17.834795
22022;CLPc;Trnava;;Piešťany;ŽSR-AZ;SAD, že.stanica,Ľ,vnt;;48.595757;17.814729
22027;CLPc;Trnava;;Piešťany;Nitrianska-AZ;kostol, oproti AUPARK, P,vnt;;48.587332;17.833646
22033;CLPc;Trnava;;Piešťany;Krajinská cesta-AZ;CH-Export-Import,P,vnt;;48.587528;17.82066
17016;CLV;Prešov;;Poprad;Partizánska;paneláreň;;49.056071;20.287673
17017;CLV;Prešov;;Poprad;Partizánska;paneláreň;;49.056071;20.287673
17020;CLV;Prešov;Poprad;Poprad;J.Curieho;Slov.sporiteľňa,vstup do pešej zóny;;49.056703;20.302628
17021;CLV;Prešov;Poprad;Poprad;J.Curieho;Slov.sporiteľňa,vstup do pešej zóny;;49.056703;20.302628
17068;CLV;Prešov;;Poprad;Banícka/NsP;na parkovisku pri NsP;;49.052899;20.302647
17069;CLV;Prešov;;Poprad;Banícka/NsP;na parkovisku pri NsP;;49.052899;20.302647
17070;CLV;Prešov;Poprad;Poprad;Zdravotnícka;centr,nad zvonicou,sm Nám.Sv.Egídia;;49.05426;20.301688
17071;CLV;Prešov;Poprad;Poprad;Zdravotnícka;centr,nad zvonicou,od Nám.Sv.Egídia,sm nemocnica;;49.05426;20.301688
17074;CLV;Prešov;Poprad;Poprad;Alžbetina;pri parkovisku SAD,bufet Migli;;49.058735;20.294379
17075;CLV;Prešov;Poprad;Poprad;Alžbetina;pri parkovisku SAD,bufet Migli;;49.058735;20.294379
17088;CLV;Prešov;Poprad;Poprad;Námestie sv.Egídia;pri kostole, OTP, OC Forum;;49.054899;20.303406
17089;CLV;Prešov;Poprad;Poprad;Námestie sv.Egídia;pri kostole,OTP,OC Forum;;49.054899;20.303406
17090;CLV;Prešov;Poprad;Poprad;Nám.Sv.Egídia/Mnoheľova;centr,pri OC Forum;;49.054318;20.298167
17091;CLV;Prešov;Poprad;Poprad;Nám.Sv.Egídia/Mnoheľova;centr,pri OC Forum;;49.054318;20.298167
17106;CLV;Prešov;Poprad;Poprad;Francisciho/J.Curie;OC Forum;;49.054099;20.304
17107;CLV;Prešov;Poprad;Poprad;Francisciho/J.Curie;OC Forum;;49.054099;20.304
17108;CLV;Prešov;Poprad;Poprad;Vajanského;Poštová banka,múzeum,sm Nám.Sv.Egídia;;49.054111;20.297837
17109;CLV;Prešov;Poprad;Poprad;Vajanského;Poštová banka,múzeum, z Nám.Sv.Egídia;;49.054111;20.297837
17144;CLV;Prešov;;Poprad;Popradské nábr.-VÚB;VÚB,príjazd k Mests.úradu;;49.055675;20.296304
17145;CLV;Prešov;;Poprad;Popradské nábr.-VÚB;VÚB,príjazd k Mests.úradu;;49.055675;20.296304
17146;CLV;Prešov;;Poprad;Mnoheľova-VÚB;VÚB/vchod,hotel Satel,1;;49.056271;20.296615
17147;CLV;Prešov;;Poprad;Mnoheľova-VÚB;VÚB/vchod,hotel Satel,1;;49.056271;20.296615
17148;CLV;Prešov;;Poprad;Mnoheľova-VÚB;VÚB/vchod,hotel Satel,2;;49.05598;20.296771
17149;CLV;Prešov;;Poprad;Mnoheľova-VÚB;VÚB/vchod,hotel Satel,2;;49.05598;20.296771
17290;CLV;Prešov;Poprad;Poprad;1.Mája;vedľa Sociál.poisťovne,oproti ČSOB;;49.057969;20.299387
17291;CLV;Prešov;Poprad;Poprad;1.Mája;vedľa Sociál.poisťovne,oproti ČSOB;;49.057969;20.299387
17292;CLV;Prešov;Poprad;Poprad;D.Tatarku;pred Okres.súdom/parkov,Orange;;49.055638;20.298825
17293;CLV;Prešov;Poprad;Poprad;D.Tatarku;pred Okres.súdom/parkov,Orange;;49.055504;20.298652
17294;CLV;Prešov;Poprad;Poprad;Mnoheľova/Štefánikova;pred Okres.súdom/oproti pošte,vstup na námestie;;49.055293;20.297649
17295;CLV;Prešov;Poprad;Poprad;Mnoheľova/Štefánikova;pred Okres.súdom/oproti pošte,vstup na námestie;;49.055293;20.297649
17298;CLV;Prešov;Poprad;Poprad;Mnoheľova;pri ZŠ,oproti nemocnica;;49.052646;20.299588
17299;CLV;Prešov;Poprad;Poprad;Mnoheľova;pri ZŠ,oproti nemocnica;;49.052646;20.299588
17302;CLV;Prešov;Poprad;Poprad;J.Curieho;parkov nad peš.zónou,OTP-banka;;49.054591;20.303712
17303;CLV;Prešov;Poprad;Poprad;J.Curieho;parkov nad peš.zónou,OTP-banka;;49.054591;20.303712
17378;CLV;Prešov;;Poprad;Uherova;pred Arénou Poprad sídlisko JUH, OC Kaufland;;49.046066;20.290096
17379;CLV;Prešov;;Poprad;Uherova;pred Arénou Poprad sídlisko JUH, OC Kaufland;;49.046066;20.290096
17380;CLV;Prešov;;Poprad;Uherova,I/66;pred OC Kaufland prechod medzi OC a sídliskom JUH;;49.044926;20.290566
17381;CLV;Prešov;;Poprad;Uherova,I/66;pred OC Kaufland prechod medzi OC a sídliskom JUH;;49.044926;20.290566
17382;CLV;Prešov;;Poprad;Moyzesova;pred OC Deichman, Slovak Telecom sídlisko JUH;;49.045742;20.292386
