e_cis;velikost;kraj;okres;mesto;ul_cis;ul_cis1;ul_cisn;vgs84_n;vgs84_eo
50243;24;Nitra;Zlaté Moravce;Zlaté Moravce;Továrenská,V;ČS Slovnaft,futb.štad.,smc,Ľ VION;;48.392337;18.397236
50244;24;Nitra;Zlaté Moravce;Zlaté Moravce;Továrenská,V;ČS Slovnaft,futb.štad.,smer To VION;;48.392227;18.397113
50247;24;Trenčín;Partizánske;Hradište;E-572/Trenčín-Prievidza,V;výj.sm PD,futbal.štad.,1,Ľ;;48.693394;18.374499
50248;24;Trenčín;Partizánske;Hradište;E-572/Prievidza-Trenčín,V;príjazd od PD,futbal.štad.,1;;48.694516;18.378164
50249;24;Trenčín;Partizánske;Hradište;E-572/Trenčín-Prievidza,V;výj.sm PD,futbal.štad.,2,Ľ;;48.69852;18.379822
50250;24;Trenčín;Partizánske;Hradište;E-572/Prievidza-Trenčín,V;príjazd od PD,futbal.štad.,2;;48.699831;18.382771
50251;24;Trenčín;Partizánske;Partizánske;PD-TO,časť Malé Bielice,O;výj.sm TO,Skleníkové hosp.,Ľ;;48.626279;18.338543
50252;24;Trenčín;Partizánske;Partizánske;TO-PD,časť Malé Bielice,O;príj.od TO,Skleníkové hosp.;;48.626279;18.338543
50253;24;Trenčín;Trenčín;Drietoma;E-50/ČR-Trenčín,O;príj.od ČR,sm TN,Ľ;;48.903747;17.956635
50254;24;Trenčín;Trenčín;Drietoma;E-50/Trenčín-ČR,O;výj.sm ČR;;48.903747;17.956635
50271;24;Trenčín;Trenčín;Trenčín;Legionárska/NsP;trhovisko,nákup.stred.Družba,1 pred kruh.objazdom, smer centrum;;48.884047;18.031362
50286;24;Trenčín;Nové Mesto n/Váhom;Nové Mesto nad Váhom;E-75/BA-TN,Trenčianska/VZT;výj.sm TN,ČS,garáže,Ľ;;48.751071;17.839608
50296;24;Bratislava;Pezinok;Pezinok;Myslenická;príj.od BA,smer centrum,Ľ smer Tesco;;48.26993;17.247155
50297;24;Bratislava;Pezinok;Pezinok;Šenkvická/PD;výj.sm Modra,ČS,autoservis,1 Terno plus;;48.290995;17.281349
50298;24;Bratislava;Pezinok;Pezinok;Šenkvická/PD;výj.sm Modra,ČS,autoservis,2 Terno plus;;48.290933;17.281462
50299;24;Bratislava;Pezinok;Pezinok;Šenkvická/PD;výj.sm Modra,ČS,autoservis,3 Terno plus;;48.29086;17.281576
50315;24;Bratislava;Senec;Senec;Štúrova/hotel Amur;oplot.Senec.jazier,autokemping železničná stanica;;48.214103;17.408941
50317;24;Bratislava;Senec;Senec;Trnavská,V;oproti domu č.18,výj.sm TT,Ľ LIDL;;48.225395;17.402591
50318;24;Bratislava;Senec;Senec;Trnavská,V;oproti d.č.18,príj.od TT,smc LIDL;;48.225395;17.402591
50325;24;Nitra;Nové Zámky;Veľký Kýr;I/64,NR-NZ,Novozámocká,O;ČS,motorest,sm NZ;;48.174077;18.142654
50328;24;Trnava;Dunajská Streda;Dunajská Streda;stanica ŽSR;oplot.ŽSR,oproti výj.zo SAD,1;;47.993335;17.608851
50329;24;Trnava;Dunajská Streda;Dunajská Streda;stanica ŽSR;oplot.ŽSR,oproti výj.zo SAD,2;;47.993199;17.609059
50339;24;Trnava;Hlohovec;Leopoldov;Piešťany-Leopoldov,J;žel.prejazd,sm Leopoldov,1;;48.452662;17.759556
50340;24;Trnava;Hlohovec;Leopoldov;Piešťany-Leopoldov,J;žel.prejazd,sm Leopoldov,2;;48.451845;17.758283
50341;24;Trnava;Hlohovec;Leopoldov;Piešťany-Leopoldov,O;príj.od E-75,sm Piešťany,1;;48.439832;17.770999
50342;24;Trnava;Hlohovec;Leopoldov;Piešťany-Leopoldov,J;príj.od E-75,sm Piešťany,2;;48.439874;17.771682
50359;24;Nitra;Topoľčany;Dvorany n/Nitrou;I/64,NR-TO,V;sm TO,Ľ;;48.485762;18.108522
50360;24;Nitra;Topoľčany;Dvorany n/Nitrou;I/64,TO-NR,V;sm NR;;48.485762;18.108522
50365;24;Nitra;Nové Zámky;Komjatice;I/64,NR-NZ,V;sm NZ,1,Ľ;;48.158582;18.166323
50366;24;Nitra;Nové Zámky;Komjatice;I/64,NZ-NR,V;sm NR,1;;48.158582;18.166323
50367;24;Nitra;Nové Zámky;Komjatice;I/64,NR-NZ,V;sm NZ,2,Ľ;;48.152686;18.167435
50368;24;Nitra;Nové Zámky;Komjatice;I/64,NZ-NR,V;sm NR,2;;48.152686;18.167435
50371;24;Nitra;Levice;Veľký Ďur;I/51,NR-LV,O;sm LV,2,Ľ;;48.215534;18.449406
50372;24;Nitra;Levice;Veľký Ďur;I/51,LV-NR,O;sm NR,Vráble,2;;48.21551;18.4495
50373;24;Nitra;Levice;Veľký Ďur;I/51,NR-LV,O;výj sm LV,Ľ;;48.218521;18.45261
50374;24;Nitra;Levice;Veľký Ďur;I/51,LV-NR,O;príj.od LV,sm NR,Vráble;;48.218521;18.45261
50377;24;Nitra;Levice;Kalná n/Hronom;I/76,LV/NR-Štúro/NZ,lesopark,O;výjazd,sm Tekovský Hrádok,Želiezovce,1,Ľ ČS Jurki;;48.194448;18.514252
50378;24;Nitra;Levice;Kalná n/Hronom;I/76,Štúro/NZ-LV/NR,lesopark,O;príjazd Kalná n/Hr.,sm LV,1 ČS Jurki;;48.194448;18.514252
50379;24;Nitra;Levice;Kalná n/Hronom;I/76,LV/NR-Štúro/NZ,lesopark,O;výjazd,sm Tekovský Hrádok,Želiezovce,2,Ľ ČS Jurki;;48.194072;18.513493
50380;24;Nitra;Levice;Kalná n/Hronom;I/76,Štúro/NZ-LV/NR,lesopark,O;príjazd Kalná n/Hr.,sm LV,2 ČS Jurki;;48.194072;18.513493
50387;24;Nitra;Šaľa;Šaľa-Dlhá n/Váhom;Šaľa-Sereď/TT,O;výj.sm Sereď/TT,Ľ;;48.177465;17.856739
50388;24;Nitra;Šaľa;Šaľa-Dlhá n/Váhom;TT/Sereď-Šaľa,O;príj.od TT/Serede;;48.177465;17.856739
50389;24;Nitra;Šaľa;Šaľa-Trnovec n/Váhom;I/75,Šaľa-NZ,O;výj.sm NZ,Ľ;;48.155672;17.916967
50390;24;Nitra;Šaľa;Šaľa-Trnovec n/Váhom;I/75,NZ-Šaľa,O;príj.od NZ;;48.155672;17.916967
50394;24;Trnava;Piešťany;Piešťany;I/61,Žilinská,J;SZTŠ,autoservis,ČS,sm TN;;48.607399;17.836696
50421;24;Trnava;Galanta;Sereď;Dionýza Štúra,I/62,O;výj.sm diaľnica NR/TT,BA,Ľ centrum, park,miestne obch.centrum;;48.28384;17.731393
50422;24;Trnava;Galanta;Sereď;Dionýza Štúra,I/62,O;príj.od diaľnice NR/TT,BA centrum, park,miestne obch.centrum;;48.28384;17.731393
50424;24;Trnava;Galanta;Sereď;Trnavská,O;príj.od TT,smc,Ľ;;48.285434;17.711863
50425;24;Trnava;Galanta;Sereď;Trnavská,O;výj.sm TT;;48.285434;17.711863
50426;24;Trnava;Galanta;Sereď;Trnavská/Poľnonákup,O;príj.od TT,smc,Ľ Pečivárne Sereď, ČSShell;;48.283505;17.721755
50427;24;Trnava;Galanta;Sereď;Trnavská/Poľnonákup,O;výj.sm TT Pečivárne Sereď,ČS Shell;;48.283505;17.721755
50444;24;Nitra;Nové Zámky;Veľký Kýr;I/64,NR-NZ,Novozámocká,O;ČS,motorest,sm NR,Ľ;;48.173829;18.142344
50449;24;Nitra;Levice;Levice;SNP,J;parkov pri NsP,cintorín,ČS,1;;48.222882;18.613971
50450;24;Nitra;Levice;Levice;SNP,J;parkov pri NsP,cintorín,ČS,2;;48.222819;18.614082
50451;24;Trnava;Trnava;Trnava-Zavar;Hlavná;budova Obch.centra,smTN/PN/Se;;48.346628;17.672794
50452;24;Trnava;Piešťany;Piešťany;I/61,Žilinská,J;príj.od TN,parkov/lietadlo,smc;;48.607878;17.828786
50467;24;Bratislava;Pezinok;Modra;Dukelská/nemocnica,J;parkov,1;;48.329909;17.310813
50468;24;Bratislava;Pezinok;Modra;Dukelská/nemocnica,J;parkov,2;;48.330479;17.309008
50469;24;Bratislava;Pezinok;Modra;Dukelská/nemocnica,J;parkov,sm BA,3;;48.330617;17.30761
50470;24;Bratislava;Pezinok;Pezinok;1 mája/Komenského,J;futb.štadión,ZŠ,plavár,TESCO,1;;48.2844;17.257228
50471;24;Bratislava;Pezinok;Pezinok;1 mája/Komenského,J;futb.štadión,ZŠ,plavár,TESCO,2;;48.284474;17.257303
50472;24;Bratislava;Pezinok;Pezinok;1 mája/Komenského,J;futb.štadión,ZŠ,plavár,TESCO,3;;48.28454;17.25743
50483;24;Bratislava;Pezinok;Pezinok;Šenkvická/OC Storia,J;1,LIDL, DM, Pepco, Planeo, KIK, DR.Max;;48.290682;17.278151
50484;24;Bratislava;Pezinok;Pezinok;Šenkvická/OC Storia,J;2,LIDL, DM, Pepco, Planeo, KIK, DR.Max;;48.290835;17.278385
50485;24;Bratislava;Pezinok;Pezinok;Šenkvická/OC Storia,O;parkov,pneuserv,ČS,od Lidlu,1,Ľ autoumyvárka,Terno plus;;48.291954;17.278649
50486;24;Bratislava;Pezinok;Pezinok;Šenkvická/OC Storia,O;parkov,pneuserv,ČS,od Lidlu,2,Ľ autoumyvárka,Terno plus;;48.291977;17.278818
50487;24;Bratislava;Pezinok;Pezinok;Šenkvická/OC Storia,O;parkov,pneuserv,ČS,od cesty,1 autoumyvárka,LIDL;;48.291978;17.278835
50488;24;Bratislava;Pezinok;Pezinok;Šenkvická/OC Storia,O;parkov,pneuserv,ČS,od cesty,2 autoumyvárka,LIDL;;48.291978;17.278663
50489;24;Trenčín;Trenčín;Trenčín;M.R.Štefánika;oplot.nákup.centra,hotel,1 smer MAX;;48.894885;18.047605
50490;24;Trenčín;Trenčín;Trenčín;M.R.Štefánika;oplot.nákup.centra,hotel,2 smer MAX;;48.894955;18.047439
50491;24;Trenčín;Trenčín;Trenčín;M.R.Štefánika;oplot.nákup.centra,hotel,3 smer MAX;;48.895017;18.047309
50492;24;Trenčín;Trenčín;Trenčín;M.R.Štefánika;oplot.nákup.centra,hotel,4 smer MAX;;48.895097;18.047124
50493;24;Trenčín;Trenčín;Trenčín;M.R.Štefánika;oplot.nákup.centra,hotel,5 smer MAX;;48.895171;18.04701
50505;24;Trenčín;Trenčín;Trenčín;Považská,J;ZŠ Dukla,OC Magnus, smer centrum;;48.9006201;18.0585219
50506;24;Trenčín;Trenčín;Trenčín;Považská/Šoltésová,O;pred ZŠ Dukla,Magnus,od parku;;48.9001279;18.0579241
50507;24;Trenčín;Trenčín;Trenčín;Považská/Šoltésová,O;pred ZŠ Dukla,Magnus, smer Sihoť;;48.9001279;18.0579241
50509;24;Trenčín;Trenčín;Trenčín;Mládežnícka,J;parkov/športová hala,1;;48.8976198;18.0471819
50510;24;Trenčín;Trenčín;Trenčín;Mládežnícka,J;parkov/šport.hala,pri žel.trat pod hradom, centrum;;48.8970338;18.0415233
50511;24;Trenčín;Trenčín;Trenčín;Mládežnícka,J;parkov/špor.hala, pod hradom, centrum;;48.896996;18.0412502
50512;24;Trenčín;Trenčín;Trenčín;Mládežnícka,J;pred vstupom na futb.štadión,1 pod hradom, centrum,obchod.akadémia;;48.898106;18.043779
50513;24;Trenčín;Trenčín;Trenčín;Mládežnícka,J;pred vstupom na futb.štadión2 pod hradom, centrum,obchod.akadémia;;48.8980906;18.043838
50514;24;Trenčín;Trenčín;Trenčín;gen.Svobodu,J;parkov pri kostole, sídl.Juh smer OC Južanka;;48.8722633;18.0420394
50515;24;Trenčín;Trenčín;Trenčín;gen.Svobodu,O;sm sídlisko JUH,Ľ;;48.872522;18.041511
50516;24;Trenčín;Trenčín;Trenčín;gen.Svobodu,O;smer centrum;;48.872522;18.041511
50517;24;Trenčín;Trenčín;Trenčín;Saratovská,O;oproti Domu smútku,smc,Ľ;;48.8756254;18.0403335
50518;24;Trenčín;Trenčín;Trenčín;Saratovská,O;oproti Domu smútku,sm otočka;;48.8756254;18.0403335
50519;24;Trenčín;Trenčín;Trenčín;Saratovská,O;otočka MHD, Univerzita KFNitra;;48.8791588;18.0452582
50520;24;Trenčín;Trenčín;Trenčín;Saratovská,O;otočka MHD,smer centrum,Ľ Univerzita KF Nitra;;48.8791588;18.0452582
50523;24;Trenčín;Trenčín;Trenčín;Soblahovská,J;oproti OD Jednota,Lidl,smc,Ľ príjazd do centra;;48.8738187;18.0344102
50547;24;Bratislava;Pezinok;Modra;Trnavská cesta,O;Modra-TT,sm TT,Ľ;;48.348589;17.32649
50548;24;Bratislava;Pezinok;Modra;Trnavská cesta,O;TT-Modra,sm Modra;;48.348589;17.32649
50549;24;Bratislava;Pezinok;Modra;Trnavská cesta,O;TT-Modra,sm Modra,1,Ľ;;48.344337;17.328151
50550;24;Bratislava;Pezinok;Modra;Trnavská cesta,O;Modra-TT,sm TT,1;;48.344337;17.328151
50551;24;Bratislava;Pezinok;Modra;Trnavská cesta,O;TT-Modra,sm Modra,2,Ľ;;48.344568;17.324673
50552;24;Bratislava;Pezinok;Modra;Trnavská cesta,O;Modra-TT,sm TT,2;;48.344568;17.324673
50553;24;Trenčín;Trenčín;Trenčín;Mládežnícka,J;parkov/športová hala,2 pod hradom, centrum,obchod.akadémia;;48.897611;18.0471128
50554;24;Bratislava;Pezinok;Pezinok;parkovisko Lidl,V;OD Lidl,Mólo,Tesco,smTesco,1,Ľ;;48.279627;17.257565
50555;24;Bratislava;Pezinok;Pezinok;parkovisko Lidl,V;OD Lidl,Mólo,Tesco,sm sídl,1;;48.279483;17.257655
50556;24;Bratislava;Pezinok;Pezinok;parkovisko Lidl,V;OD Lidl,Mólo,Tesco,smTesco,2,Ľ;;48.279308;17.257767
50557;24;Bratislava;Pezinok;Pezinok;parkovisko Lidl,V;OD Lidl,Mólo,Tesco,sm sídl,2;;48.279168;17.257776
50558;24;Bratislava;Pezinok;Pezinok;parkovisko Lidl,V;OD Lidl,Mólo,Tesco,smTesco,3,Ľ;;48.278984;17.257919
50559;24;Bratislava;Pezinok;Pezinok;parkovisko Lidl,V;OD Lidl,Mólo,Tesco,sm sídl,3;;48.278863;17.257988
50560;24;Bratislava;Pezinok;Pezinok;kruhový objazd,O;OD Lidl,Mólo,Tesco,smc,1;;48.278705;17.257994
50561;24;Bratislava;Pezinok;Pezinok;kruhový objazd,O;OD Lidl,Mólo,Tesco,smc,2;;48.278733;17.258077
50562;24;Bratislava;Pezinok;Pezinok;kruhový objazd,O;OD Lidl,Mólo,Tesco,smc,3;;48.278771;17.258122
50567;24;Trenčín;Trenčín;Trenčín;Brnianska/Zlatovská,O;pri autoservise,smc,Ľ,1 priemyselná časť, smer centrum;;48.892749;18.013247
50568;24;Trenčín;Trenčín;Trenčín;Brnianska/Zlatovská,O;pri autoservise,sm BA,1 priemyselná časť, výjazd na výpadovku;;48.892749;18.013247
50579;24;Bratislava;Pezinok;Pezinok;Šenkvická/kruhový objazd,V;TERNO,ČS Slovnaft,sm BA,Ľ;;48.290158;17.28103
50580;24;Bratislava;Pezinok;Pezinok;Šenkvická/kruhový objazd,V;TERNO,ČS Slovnaft,sm Modra;;48.290158;17.28103
50587;24;Bratislava;Senec;Bernolákovo;Dukelská/Clementisova,J;výj.sm kruh.objazd/BA,SC,1;;48.2057585;17.2953443
50588;24;Bratislava;Senec;Bernolákovo;Dukelská/Clementisova,J;výj.sm kruh.objazd/BA,SC,2;;48.2058092;17.2953314
50589;24;Bratislava;Senec;Bernolákovo;Dukelská/Clementisova,J;ťah SC-BA,smer Bernolákovo,3;;48.2058543;17.2953054
50590;24;Bratislava;Senec;Bernolákovo;Dukelská/Clementisova,J;ťah SC-BA,smer obec,4;;48.2058908;17.2952689
50591;24;Bratislava;Senec;Bernolákovo;Dukelská/Clementisova,J;ťah SC-BA,sm BA,5;;48.2059377;17.2952259
50593;24;Trnava;Senica;Senica-Hlboké;I/51,TT-SE,O;pred Agrovýkrmom,sm SE,1,Ľ;;48.6317159;17.3954275
50594;24;Trnava;Senica;Senica-Hlboké;I/51,SE-TT,O;pred Agrovýkrmom,sm TT,1;;48.6318127;17.3949267
50595;24;Trnava;Senica;Senica-Hlboké;I/51,TT-SE,O;pred Agrovýkrmom,sm SE,2,Ľ;;48.6318788;17.3945932
50596;24;Trnava;Senica;Senica-Hlboké;I/51,SE-TT,O;pred Agrovýkrmom,sm TT,2;;48.631974;17.3940975
50597;24;Bratislava;Pezinok;Pezinok;Holubyho/Žel.stanica J;pred ŽS,zast.SAD,1;;48.282897;17.269827
50598;24;Bratislava;Pezinok;Pezinok;Holubyho/Žel.stanica,J;pred ŽS,zast.SAD,2;;48.282965;17.269989
50614;24;Trnava;Galanta;Sereď;Sereď-GA/TT-centr/Trnavská,O;výjazd sm TT,križ,Ľ,1 priemyselná časť;;48.279845;17.721922
50615;24;Trnava;Galanta;Sereď;Sereď-GA/TT-centr/Trnavská,O;príjazd do Serede, križ.1 priemyselná časť;;48.279845;17.721922
50616;24;Trnava;Galanta;Sereď;Sereď-GA/TT-centr/Trnavská,O;výjazd sm TT,križ,Ľ,2 priemyselná časť;;48.280193;17.720155
50617;24;Trnava;Galanta;Sereď;Sereď-GA/TT-centr/Trnavská,O;príjazd do Serede, križov.2 priemyselná časť;;48.280193;17.720155
50618;24;Bratislava;Pezinok;Pezinok;kruhový objazd,O;OD Lidl,Mólo,Tesco,od sídl,1;;48.278805;17.258117
50619;24;Bratislava;Pezinok;Pezinok;kruhový objazd,O;OD Lidl,Mólo,Tesco,od sídl,2;;48.278755;17.258056
50620;24;Bratislava;Pezinok;Pezinok;kruhový objazd,O;OD Lidl,Mólo,Tesco,od sídl,3;;48.278705;17.257994
50621;24;Trnava;Galanta;Galanta-Matúškovo;Matúškovská,O;výj.z GA sm Matúškovo,Ľ,2 ČS Pumpa;;48.174361;17.731507
50622;24;Trnava;Galanta;Galanta-Matúškovo;Matúškovská,O;príj.od Matúškova,smc,2 ČS Pumpa;;48.17433;17.731468
50623;24;Trnava;Trnava;Trnava;Bratislavská,BA-TT;oproti ČS Slovnaft,4 príjazd od BA;;48.357732;17.577705
50624;24;Trnava;Trnava;Trnava;Bratislavská,BA-TT;oproti ČS Slovnaft,5 príjazd od BA;;48.35763;17.577661
50631;24;Trenčín;Trenčín;Trenčín;Žilinská/Opatovská,Sihoť III,O;oproti pošte,sm Opatovská,Ľ;;48.897736;18.069539
50632;24;Trenčín;Trenčín;Trenčín;Žilinská/Opatovská,Sihoť III,O;oproti pošte,sm Str.št.ochr.;;48.897736;18.069539
50633;24;Trenčín;Trenčín;Trenčín;Opatovská/Kraskova,Sihoť IV,O;smTechn.služby,Ľ výjazd z mesta;;48.8987645;18.0764485
50634;24;Trenčín;Trenčín;Trenčín;Opatovská/Kraskova,Sihoť IV,O;Techn.služby,smc príjazd do centra;;48.8987645;18.0764485
50635;24;Trenčín;Trenčín;Trenčín;Saratovská/Šmidkeho,O;oproti cintorínu,smc,Ľ smer centrum;;48.876654;18.040236
50636;24;Trenčín;Trenčín;Trenčín;Saratovská/Šmidkeho,O;oproti cintorínu,sm otočka;;48.876654;18.040236
50653;24;Bratislava;Senec;Tomášov;Malinovská,O;sm Malinovo,Ľ;;48.144183;17.329779
50654;24;Bratislava;Senec;Tomášov;Malinovská,O;sm Tomášov;;48.144183;17.329779
50659;24;Trenčín;Trenčín;Trenčín;Železničná,O;parkov SAD,železničná stanica,smer centrum,Ľ;;48.895763;18.05086
50662;24;Trenčín;Trenčín;Trenčín;Železničná,O;parkov SAD,od parkov, železničná stanica;;48.895768;18.050842
50663;24;Trenčín;Trenčín;Trenčín;Opatovská/Kraskova,O;pri OC UniCentrum,od Opatovsk COOP Jednota;;48.8987046;18.0738027
50665;24;Trenčín;Trenčín;Trenčín;Električná,J;AZ oproti gymnáziu Ľ.Štúra,1 hlavný ťah mestom;;48.893046;18.033667
50666;24;Trenčín;Trenčín;Trenčín;Električná,O;AZ oproti gymnáziu Ľ.Štúra,2 hlavný ťah mestom, výjazd z mesta;;48.8932556;18.0342367
50680;24;Nitra;Komárno;Komárno;Gen.Klapku/Odborárov,V;sídl.Bašty,pri SAD/ŽSR,Ľ;;47.770912;18.118199
50681;24;Nitra;Komárno;Komárno;Gen.Klapku/Odborárov,V;sídl.Bašty,pri SAD/ŽSR,smSAD;;47.771035;18.117945
50687;24;Nitra;Šaľa;Šaľa-Trnovec n/Váhom;I/75,Šaľa-NR/NZ,J;križ,sm NR/NZ,Ľ;;48.155643;17.924447
50688;24;Nitra;Šaľa;Šaľa-Trnovec n/Váhom;križ I/75-II/562,NZ/NR/Šaľa;križ,rešt,parkov,sm Šaľa;;48.155871;17.928187
50689;24;Nitra;Šaľa;Šaľa-Trnovec n/Váhom;I/75,Šaľa-NR/NZ,J;sm NR/NZ,Ľ;;48.15554;17.926518
50695;24;Trenčín;Bánovce n/Bebravou;Bánovce n/Bebravou;Partizánska,V;šport.areál,oproti ZŠ,smc,Ľ;;48.714301;18.259799
50696;24;Trenčín;Bánovce n/Bebravou;Bánovce n/Bebravou;Partizánska,V;šport.areál,oproti ZŠ,sm TN;;48.714409;18.259889
50697;24;Trenčín;Bánovce n/Bebravou;Bánovce n/Bebravou;Svätoplukova,Kaufland,O;pri ČS Shell,oproti pošta,sm TN,Ľ;;48.728683;18.250083
50698;24;Trenčín;Bánovce n/Bebravou;Bánovce n/Bebravou;Svätoplukova,Kaufland,O;pri ČS Shell,oproti pošta,smc;;48.728683;18.250083
50700;24;Bratislava;Pezinok;Pezinok;Senecká,J;odbočka na Senec,sm BA,Ľ,1;;48.288355;17.279204
50701;24;Bratislava;Pezinok;Pezinok;Senecká,J;odbočka na Senec,sm BA,Ľ,2;;48.288361;17.278953
50702;24;Bratislava;Pezinok;Pezinok;Šenkvická/kruhový objazd,O;TERNO,ČS,sm kruh.obj.,Ľ;;48.289137;17.279103
50703;24;Bratislava;Pezinok;Pezinok;Šenkvická/kruhový objazd,O;TERNO,ČS,smc,BA;;48.289137;17.279103
50717;24;Nitra;Levice;Levice;Turecký rad,J;parkovisko, Möbelix,NAYvedľa Tesco,1;;48.224661;18.597189
50718;24;Nitra;Levice;Levice;Turecký rad,J;parkovisko,Möbelix,NAYvedľa Tesco,2;;48.224741;18.597188
50719;24;Nitra;Levice;Levice;Turecký rad,J;parkovisko, Möbelix,NAYvedľa Tesco,3;;48.224833;18.597193
50733;24;Nitra;Topoľčany;Topoľčany-Nemčice;II/514,Topoľčany-Hlohovec,O;sm Hlohovec,Ľ;;48.54949;18.11936
50734;24;Nitra;Topoľčany;Topoľčany-Nemčice;II/514,Hlohovec-Topoľčany,O;sm Topoľčany;;48.54949;18.11936
50749;24;Trenčín;Trenčín;Trenčín;Brnianska/Zlatovská,O;pri autoservise,smc,Ľ,2 priemyselná časť, príjazd do centra;;48.8919391;18.0139184
50750;24;Trenčín;Trenčín;Trenčín;Brnianska/Zlatovská,O;pri autoservise,sm BA,2 priemyselná časť, príjazd z centra;;48.8919391;18.0139184
50755;24;Trenčín;Trenčín;Trenčín;gen.Svobodu,O;kruh.objazd,sm sídl.Juh,Ľ;;48.871613;18.035407
50756;24;Trenčín;Trenčín;Trenčín;gen.Svobodu,O;kruh.objazd,sm Soblahovská;;48.871613;18.035407
50757;24;Trenčín;Trenčín;Trenčín;M.R.Štefánika,V;smc/sm Billa,pneuservis,Ľ smer centrum, MAX, ČS Slovnaft;;48.8951749;18.0682466
50758;24;Trenčín;Trenčín;Trenčín;M.R.Štefánika,V;pneuserv,Billa,sm Dubnica n/V. výjazd z mesta, ČS Slovnaft;;48.8951749;18.0682466
50765;24;Trnava;Galanta;Galanta;Šaľská,I/75,J;príj.od Šale,1,Ľ športový areál, autopredajňa, autoservis;;48.192873;17.742174
50766;24;Trnava;Galanta;Galanta;Šaľská,I/75,J;príj.od Šale,2,Ľ športový areál, autopredajňa, autoservis;;48.192987;17.741884
50767;24;Trnava;Galanta;Galanta;Šaľská,I/75,J;výj.sm.Šaľa,NZ,1 športový areál, autopredajňa, autoservis;;48.192855;17.744411
50768;24;Trnava;Galanta;Galanta;Šaľská,I/75,J;výj.sm.Šaľa,NZ,2 športový areál, autopredajňa, autoservis;;48.192791;17.7444
50769;24;Trenčín;Partizánske;Partizánske;Generála Svobodu,J;výjazd z Kauflandu,2 Lidl, Tesco;;48.625821;18.361088
50772;24;Bratislava;Senec;Senec;II/503,J;benz.pumpa OMV,1 výj.sm.diaľnica BA-TT-TN;;48.2242;17.383739
50773;24;Bratislava;Senec;Senec;II/503,J;benz.pumpa OMV,2 výj.sm.diaľnica BA-TT-TN;;48.2242;17.383568
50775;24;Trenčín;Trenčín;Trenčín;Soblahovská,O;parkovisko NS Družba;;48.8828541;18.0321197
50776;24;Trenčín;Trenčín;Trenčín;Soblahovská,O;parkovisko NS Družba;;48.8828541;18.0321197
50777;24;Trenčín;Trenčín;Trenčín;Soblahovská,O;nad parkoviskom Lidl,1;;48.8744647;18.0360133
50778;24;Trenčín;Trenčín;Trenčín;Soblahovská,J;nad parkoviskom Lidl,2;;48.8743352;18.0360464
50779;24;Trenčín;Myjava;Myjava;Hurbanova,1;MsÚ,pošta,poisťovňa;;48.751782;17.564172
50780;24;Trenčín;Myjava;Myjava;Hurbanova,2;MsÚ,pošta,poisťovňa;;48.751782;17.564172
50782;24;Trenčín;Partizánske;Partizánske;Generála Svobodu,J;výjazd z Kauflandu,1 Lidl, Tesco;;48.625923;18.361566
50787;24;Trnava;Galanta;Galanta;Bratislavská,I/75,O;ČS OMV, GA-BA výjazd sm. BA;;48.190209;17.69906
50790;24;Trnava;Senica;Senica;Hviezdoslavova;výjazd zo Senice,sm Čáčov,1;;48.67838;17.355641
50791;24;Trnava;Senica;Senica;Hviezdoslavova;výjazd zo Senice,sm Čáčov,2;;48.678316;17.355555
50792;24;Trnava;Piešťany;Banka;Bananská,O;sm Piešťany,Ľ;;48.584357;17.848722
50793;24;Trnava;Piešťany;Banka;Bananská,O;smer centrum,Moravany,;;48.584357;17.848722
50794;24;Trnava;Hlohovec;Hlohovec;Za Váhom,O;smer OC Váh, Tesco,Ľ;;48.433059;17.788682
50795;24;Trnava;Hlohovec;Hlohovec;Za Váhom,O;od OC Váh, Tesco cesta do centra mesta;;48.433059;17.788682
50796;24;Trnava;Hlohovec;Hlohovec;Za Váhom,O;od OC Váh, Tesco,Ľ,1 cesta do centra mesta;;48.43341;17.788508
50797;24;Trnava;Hlohovec;Hlohovec;Za Váhom,O;smer OC Váh, Tesco,1;;48.43341;17.788508
50798;24;Nitra;Nové Zámky;Nové Zámky;Ernestova bašta,J;prístup k centru mesta,1;;47.988302;18.164643
50799;24;Nitra;Nové Zámky;Nové Zámky;Ernestova bašta,J;prístup k centru mesta,2;;47.98827;18.164643
50800;24;Nitra;Nové Zámky;Nové Zámky;Ernestova bašta,J;prístup k centru mesta,3;;47.988245;18.164643
50801;24;Nitra;Nové Zámky;Nové Zámky;Ernestova bašta,J;prístup k centru mesta,4;;47.988216;18.164643
50809;24;Trnava;Dunajská Streda;Dunajská Streda;Trhovisko,O;mest.štadión,sm M.Dvorníky,Ľ širšie centrum;;47.996642;17.621941
50810;24;Trnava;Dunajská Streda;Dunajská Streda;Trhovisko,O;mestský štadión,smc širšie centrum;;47.996642;17.621941
50811;24;Trnava;Piešťany;Vrbové;M.R. Štefánika,J;hl.ulica,smer centrum kostol;;48.627544;17.719058
50812;24;Bratislava;Malacky;Studienka;II/590,O;sm Malacky, Studienka,Ľ;;48.537423;17.134273
50813;24;Bratislava;Malacky;Studienka;II/590,O;smer Senica;;48.537423;17.134273
50814;24;Nitra;Topoľčany;Hrušovany;I/64,TO-NR,J;sm TO,1,Ľ;;48.442454;18.095844
